"FACID"	"bing_type"	"bing_confidence"	"bing_latitude"	"bing_longitude"	"address"
60001171	"Address"	"High"	34.011737	-118.169746	"1500 S. MCDONNELL AVENUE, LOS ANGELES CA 90022"
960001857	"Address"	"High"	34.689788	-118.157241	"1505 W  AVENUE J   SUITE 102, LANCASTER CA 93534"
240001443	"Address"	"High"	34.7445382923	-117.3350197077	"15065 VISTA ROAD, HELENDALE CA 92342"
960000324	"Address"	"High"	33.9484558105	-118.0038833618	"15141 WHITTIER BLVD   100, WHITTIER CA 90603"
100001676	"Address"	"High"	38.5597229004	-121.7743530273	"1515 SHASTA DR, DAVIS CA 95616"
140000458	"Address"	"High"	37.9133338928	-122.0428924561	"1515 YGNACIO VALLEY, WALNUT CREEK CA 94598"
240001201	"Address"	"High"	37.362751	-118.406555	"152 PIONEER LANE, #D, BISHOP CA 93514"
240001202	"Address"	"High"	34.5274235308	-117.292477861	"15203 11TH ST., #F, VICTORVILLE CA 92392"
960000298	"Address"	"High"	34.1939692944	-118.4646387398	"15225 VANOWEN STREET, #213, VAN NUYS CA 91405"
960001299	"Address"	"High"	34.0380210876	-117.9525604248	"15229 E AMAR ROAD, LA PUENTE CA 91744"
960000347	"Address"	"High"	34.19445	-118.4654	"15243 VANOWEN STREET, #102, VAN NUYS CA 91405"
960000807	"Address"	"High"	34.19445	-118.4654	"15243 VANOWEN STREET, #102, VAN NUYS CA 91405"
960000793	"Address"	"High"	34.1529693604	-118.4652023315	"15250 VENTURA BL 1120, SHERMAN OAKS CA 91403"
20000348	"Address"	"High"	37.642017	-122.102912	"1528 SEAVER COURT, HAYWARD CA 94545"
960000299	"Address"	"High"	34.1521911621	-118.2309494019	"1530 EAST CHEVY CHASE DRIVE, GLENDALE CA 91206"
960001249	"Address"	"High"	34.1427176446	-118.2303645462	"1530 EAST COLORADO STREET, GLENDALE CA 91205"
240000954	"Address"	"High"	34.112078771	-117.3196553439	"1530 WEST 7TH STREET, SAN BERNARDINO CA 92411"
60000263	"Address"	"High"	33.8942985535	-118.1596908569	"15312 PARAMOUNT BLVD., PARAMOUNT CA 90723"
960000780	"Address"	"High"	34.2321357727	-118.466178894	"15315 RAYEN ST, SEPULVEDA CA 91343"
930001363	"Address"	"High"	34.2093734741	-118.4678421021	"15339 SATICOY STREET, VAN NUYS CA 91405"
960000732	"Address"	"High"	34.580135	-118.101486	"1543-D EAST PALMDALE BLVD., PALMDALE CA 93550"
240001323	"Address"	"High"	34.4259719849	-117.3257675171	"15462 MAIN STREET, HESPERIA CA 92345"
960001266	"Address"	"High"	34.036841467	-117.9470059276	"15528 E. AMAR RD., LA PUENTE CA 91744"
110001066	"Address"	"High"	38.108631134	-122.5768508911	"1555 GRANT AVENUE, NOVATO CA 94945"
110001071	"Address"	"High"	38.108631134	-122.5768508911	"1555 GRANT AVENUE, NOVATO CA 94945"
240001847	"Address"	"High"	34.0454828739	-117.6460238546	"1556 S. SULTANA AVE., ONTARIO CA 91761"
240001142	"Address"	"High"	34.4247727096	-117.3232106119	"15576 MAIN STREET, HESPERIA CA 92345"
40000978	"Address"	"High"	36.063865	-119.051963	"1562 WEST CLARE AVE, PORTERVILLE CA 93257"
240000934	"Postcode1"	"High"	34.110807	-117.380306	"1571 N. SYCAMORE, UNIT E, P5,P6,P7, RIALTO CA 92376"
70000462	"Address"	"High"	37.2948532104	-121.9493255615	"1580 S. WINCHESTER BLVD., SUITE 108, CAMPBELL CA 95008"
960002515	"Address"	"High"	33.9442329407	-117.9914093018	"15827 RUSSELL STREET, WHITTIER CA 90603"
960002516	"Address"	"High"	33.9442329407	-117.9914093018	"15827 RUSSELL STREET, WHITTIER CA 90603"
960001049	"Address"	"High"	34.03329	-117.975448	"160 S SEVENTH AVENUE, LA PUENTE CA 91744"
120000654	"Address"	"High"	35.3731220216	-118.9788550884	"1600 E. TRUXTON AVENUE, BAKERSFIELD CA 93241"
40000289	"Address"	"High"	36.515663	-119.549484	"1601 LEWIS STREET/P.O. BOX 525, KINGSBURG CA 93631"
240001487	"Address"	"High"	34.542224	-117.269706	"16018 TUSCOLA RD. #5, APPLE VALLEY CA 92307"
240001495	"Address"	"High"	34.542224	-117.269706	"16018 TUSCOLA ROAD #5, APPLE VALLEY CA 92307"
960001160	"Address"	"High"	34.580997	-118.101005	"1605 EAST PALMDALE BLVD   SUITE A, PALMDALE CA 93550"
60001633	"Address"	"High"	34.2464942932	-118.4805755615	"16111 PLUMMER STREET, SEPULVEDA CA 91343"
110001077	"Address"	"High"	38.0971832275	-122.5786361694	"1615 HILL RD., #6, NOVATO CA 94947"
110001065	"Address"	"High"	38.0971832275	-122.5786361694	"1615 HILL ROAD, NOVATO CA 94947"
960000590	"Address"	"High"	34.2677154541	-118.6834487915	"1616 SABINA CIRCLE, SIMI VALLEY CA 93062"
960000591	"Address"	"High"	34.156364	-118.487632	"16260 VENTURA BLVD., #600, ENCINO CA 91436"
960001837	"Address"	"High"	34.156364	-118.487632	"16260 VENTURA BLVD., SUITE 600, ENCINO CA 91436"
70000876	"Address"	"High"	37.294673	-121.947143	"163 EAST HAMILTON AVENUE, CAMPBELL CA 95008"
960001481	"Address"	"High"	34.1575202942	-118.4884872437	"16311 VENTURA BLVD   860, ENCINO CA 91436"
960001746	"Address"	"High"	33.884853363	-118.1596298218	"16444 PARAMOUNT BLVD   101, PARAMOUNT CA 90723"
120001601	"Address"	"High"	36.315769	-119.291313	"1646 S. COURT STREET, VISALIA CA 93277"
120001602	"Address"	"High"	36.315769	-119.291313	"1646 S. COURT STREET, VISALIA CA 93277"
120001600	"Address"	"High"	36.315769	-119.291313	"1646 SOUTH COURT STREET, VISALIA CA 93277"
240000560	"Address"	"High"	34.5216856152	-117.3038886487	"16519 VICTOR ST.#422, VICTORVILLE CA 92392"
110000534	"Address"	"High"	40.9404067993	-124.0997390747	"1652 HOLLY DRIVE, MC KINLEYVILLE CA 95521"
110000539	"Address"	"High"	40.9404067993	-124.0997390747	"1652 HOLLY DRIVE, MC KINLEYVILLE CA 95521"
110000542	"Address"	"High"	40.9404067993	-124.0997390747	"1652 HOLLY DRIVE, MC KINLEYVILLE CA 95521"
110000531	"Address"	"High"	40.9404067993	-124.0997390747	"1652 HOLLY, MC KINLEYVILLE CA 95521"
110000538	"Address"	"High"	40.9404067993	-124.0997390747	"1652 HOLLY, MC KINLEYVILLE CA 95521"
960000291	"Address"	"High"	34.1577064991	-118.49381648	"16542 VENTURA BLVD   315, ENCINO CA 91436"
960000321	"Address"	"High"	34.1577064991	-118.49381648	"16542 VENTURA BLVD   408, ENCINO CA 91436"
960001618	"Address"	"High"	34.1577064991	-118.49381648	"16542 VENTURA BLVD., STE. #500, ENCINO CA 91436"
960001835	"Address"	"High"	34.1577064991	-118.49381648	"16542 VENTURA BLVD., SUITE 315, ENCINO CA 91436"
120000641	"Address"	"High"	35.3681564331	-118.9774551392	"1655 E. CALIFORNIA AVENUE, BAKERSFIELD CA 93307"
960000818	"Address"	"High"	34.1570472717	-118.4940032959	"16550 VENTURA BL #130, ENCINO CA 91436"
240000565	"Address"	"High"	34.0847872943	-117.4418762326	"16613 RANDALL AVENUE, FONTANA CA 92335"
70000265	"Address"	"High"	37.3207473755	-121.8250656128	"1675 BURDETTE AVENUE, SUITE B, SAN JOSE CA 95121"
230000716	"Address"	"High"	40.6138572693	-122.3409118652	"1681 STETSON WAY, REDDING CA 96003"
20000677	"Address"	"High"	37.6871452332	-122.1162185669	"16829 DARYL AVENUE, SAN LORENZO CA 94580"
20000681	"Address"	"High"	37.6870079041	-122.1162261963	"16837 DARYL AVENUE, SAN LORENZO CA 94580"
70000445	"Address"	"High"	37.30307	-121.91613	"1688 WILLOW ST, 'K', SAN JOSE CA 95125"
70000917	"Address"	"High"	37.30307	-121.91613	"1688 WILLOW STREET, 'K', SAN JOSE CA 95125"
110000267	"Address"	"High"	38.2511940002	-122.6345748901	"169 LYNCH CREEK WAY, PETALUMA CA 94952"
110000451	"Address"	"High"	38.2511940002	-122.6345748901	"169 LYNCH CREEK WAY, PETALUMA CA 94952"
960001402	"Address"	"High"	34.0626182556	-118.2102203369	"1701 ZONAL AVE., LOS ANGELES CA 90033"
110000582	"Address"	"High"	38.3344345093	-121.9759292603	"1707 CALIFORNIA ST, VACAVILLE CA 95688"
110000312	"Address"	"High"	38.3057746887	-122.2831420898	"1710 SOSCOL AVENUE, SUITE #1, NAPA CA 94559"
60000270	"Address"	"High"	34.0646476746	-118.2665481567	"1720 BEVERLY BLVD., LOS ANGELES CA 90020"
60000272	"Address"	"High"	33.9239730835	-118.2417526245	"1720 E. 120TH STREET, LOS ANGELES CA 90059"
960001178	"Address"	"High"	34.0197055042	-118.1173791736	"1720 WEST BEVERLY BLVD., LOS ANGELES CA 90026"
630016092	"Address"	"High"	34.4289131165	-119.7113876343	"1722 STATE STREET, SANTA BARBARA CA 93101"
60002058	"Address"	"High"	34.011390686	-117.9264450073	"17331 VALLEY BLVD, LA PUENTE CA 91744"
110000203	"Address"	"High"	38.2425613403	-122.0603637695	"1735 ENTERPRISE DR.,BLDG 3, FAIRFIELD CA 94533"
960000349	"Address"	"High"	34.009525	-117.92086	"17487 E HURLEY STREET, CITY OF INDUSTRY CA 91744"
30001240	"Address"	"High"	38.678543	-121.792358	"175 W COURT ST, WOODLAND CA 95695"
240000949	"Address"	"High"	34.131462425	-117.3748974502	"1750 N. WILLOW AVENUE, UNIT F, RIALTO CA 92376"
960001478	"Address"	"High"	33.871482	-118.081642	"17510 S PIONEER BLVD   202, ARTESIA CA 90701"
960001477	"Address"	"High"	33.871482	-118.081642	"17510 S PIONEER BLVD  202, ARTESIA CA 90701"
960001892	"Address"	"High"	34.162311	-118.515319	"17525 VENTURA BLVD SUITE 203, ENCINO CA 91316"
40000849	"Address"	"High"	36.8238945007	-119.7555465698	"1754 E. BULLARD, #103, FRESNO CA 93710"
70000854	"Address"	"High"	36.7926127464	-121.6628672183	"17637 VIERRA CANYON ROAD, PRUNEDALE CA 93907"
70000524	"Address"	"High"	37.1339797974	-121.6567382813	"17770 MONTEREY ROAD, MORGAN HILL CA 95037"
110001090	"Address"	"High"	38.1089430302	-122.5829708576	"1780 GRANT AVENUE, NOVATO CA 94945"
110001092	"Address"	"High"	38.1089430302	-122.5829708576	"1780 GRANT AVENUE, NOVATO CA 94945"
110000180	"Address"	"High"	39.3882548064	-123.3456355333	"1788 SOUTH MAIN, WILLITS CA 95490"
110001064	"Address"	"High"	38.1080818176	-122.5840835571	"1805 NOVATO BLVD.,#3, NOVATO CA 94947"
960001006	"Address"	"High"	34.206035614	-118.2154006958	"1809 VERDUGO BLVD   160, GLENDALE CA 91208"
960001007	"Address"	"High"	34.206035614	-118.2154006958	"1809 VERDUGO BLVD   160, GLENDALE CA 91208"
110000282	"Address"	"High"	38.2877	-122.461265	"181 ANDRIEUX,#111, SONOMA CA 95476"
960000272	"Address"	"High"	34.0642929077	-118.2714233398	"182 SOUTH ALVARADO STREET, LOS ANGELES CA 90057"
30000248	"Address"	"High"	38.5772573948	-121.4822110534	"1820 J ST, SACRAMENTO CA 95811"
240001326	"Address"	"High"	34.5403692126	-117.2666012496	"18227 HWY. 18, STE. A, APPLE VALLEY CA 92307"
960000340	"Address"	"High"	34.1697248071	-118.5328137875	"18372 CLARK ST #212, TARZANA CA 91356"
960000269	"Address"	"High"	34.1721458435	-118.5337524414	"18401 BURBANK BLVD., #107, TARZANA CA 91356"
960001283	"Address"	"High"	34.1721458435	-118.5337524414	"18401 BURBANK BLVD., #107, TARZANA CA 91356"
960001003	"Address"	"High"	34.1971054077	-118.5341567993	"18420 HART STREET, RESEDA CA 91335"
960001005	"Address"	"High"	34.1971054077	-118.5341567993	"18420 HART STREET, RESEDA CA 91335"
960002117	"Address"	"High"	34.172512	-118.534683	"18425 BURBANK BLVD. SUITE 413, TARZANA CA 91356"
960000275	"Address"	"High"	34.1424004734	-118.1429768354	"185 S EUCLID AV#24, PASADENA CA 91101"
140000483	"Address"	"High"	37.897777	-122.065345	"1850 MT. DIABLO BLVD., SUITE 110, WALNUT CREEK CA 94596"
630014641	"Address"	"High"	34.1688957214	-118.1120223999	"1864 E. WASHINGTON BLVD., PASADENA CA 91104"
960001880	"Address"	"High"	34.1707992554	-118.5422363281	"18740 VENTURA BLVD., STE. 100, TARZANA CA 91356"
70000456	"Address"	"High"	37.2808952332	-121.9988632202	"18805 COX AVENUE, SUITE 130, SARATOGA CA 95070"
220001137	"Address"	"High"	37.473014	-122.132553	"1885 BAY RD, EAST PALO ALTO CA 94303"
30001808	"Address"	"High"	37.9634492844	-120.2404327691	"18880 CHERRY VALLEY BLVD, TUOLUMNE CA 95379"
140000918	"Address"	"High"	37.559364	-121.980415	"1895 MOWRY AVENUE, SUITE 118, FREMONT CA 94538"
140000755	"Address"	"High"	37.8795363754	-122.0751730353	"1896 TICE VALLEY BLVD., WALNUT CREEK CA 94595"
110000445	"Address"	"High"	38.358818	-122.005538	"190 ORCHARD,#B-105, VACAVILLE CA 95688"
110000549	"Address"	"High"	38.3588180542	-122.0055389404	"190 S. ORCHARD AVE., SUITE B201, VACAVILLE CA 95688"
140000138	"Address"	"High"	37.9568061829	-122.340675354	"1900 CHURCH LANE, SAN PABLO CA 94806"
120001606	"Address"	"High"	36.3466720581	-119.2963790894	"1900 N. DINUBA BLVD., #B, VISALIA CA 93291"
70001241	"Address"	"High"	37.8385353088	-122.2998275757	"1900 POWELL STREET, EMERYVILLE CA 94608"
30001120	"Address"	"High"	38.5659418255	-121.4858729392	"1900 T ST, SACRAMENTO CA 95811"
960000728	"Address"	"High"	33.8578491211	-118.3526611328	"19000 HAWTHORNE BLVD., TORRANCE CA 90503"
240001496	"Address"	"High"	34.068397	-117.217964	"1902 ORANGE TREE LANE #110, REDLAND CA 92374"
240001322	"Address"	"High"	34.068397522	-117.2179641724	"1902 ORANGE TREE LANE, #110, REDLANDS CA 92374"
90000966	"Address"	"High"	32.9851660877	-115.5397387594	"191 MAGNOLIA, BRAWLEY CA 92227"
110000453	"Address"	"High"	38.468284	-123.010375	"19100 D ST. P.O.BOX 619, MONTE RIO CA 95462"
140000957	"Address"	"High"	37.9333839417	-122.0750656128	"1923 OAK PARK BLVD, PLEASANT HILL CA 94523"
140000958	"Address"	"High"	37.9333839417	-122.0750656128	"1923 OAK PARK BLVD, PLEASANT HILL CA 94523"
140001000	"Address"	"High"	37.9333839417	-122.0750656128	"1923 OAK PARK BOULEVARD, PLEASANT HILL CA 94523"
110000294	"Address"	"High"	38.2635765076	-122.0495910645	"1930 PENNSYLVANIA, FAIRFIELD CA 94533"
960001117	"Address"	"High"	34.0568656921	-118.2746276855	"1930 WILSHIRE BVLD  SUITE 301, LOS ANGELESLS CA 90057"
70000245	"Address"	"High"	37.3260993958	-121.8777999878	"195 E. VIRGINIA STREET, SAN JOSE CA 95110"
70000393	"Address"	"High"	37.3329243064	-121.9050706923	"195 STOCKTON STREET, SAN JOSE CA 95112"
960001217	"Address"	"High"	34.1020050645	-118.1521895528	"1955 FREMONT AVENUE, SOUTH PASADENA CA 91030"
140000499	"Address"	"High"	37.6682762057	-122.1195327491	"19628 HESPERIAN BLVD, HAYWARD CA 94541"
240001030	"Address"	"High"	34.1331748962	-117.2935714722	"1963 NORTH E STREET, SAN BERNARDINO CA 92405"
80000260	"Address"	"High"	33.1837844849	-117.2837905884	"1964 VIA CENTRE DRIVE, VISTA CA 92081"
140000605	"Address"	"High"	37.6681803167	-122.1194730699	"19682 HESPERIAN BLVD., HAYWARD CA 94541"
140001126	"Address"	"High"	37.876750946	-122.0741729736	"1975 TICE VALLEY BOULEVARD, WALNUT CREEK CA 94595"
630003121	"Address"	"High"	37.6752853394	-122.1129302979	"19834 HATHAWAY AVENUE, HAYWARD CA 94541"
140001069	"Address"	"High"	37.558265	-121.981727	"1999 MOWRY AVENUE, #D-2, FREMONT CA 94538"
30000108	"Address"	"High"	38.3507270813	-120.7646789551	"200 MISSION BLVD, JACKSON CA 95642"
630014360	"Address"	"High"	33.878877461	-117.5659954548	"200 S. MAIN STREET, CORONA CA 92882"
60000116	"Address"	"High"	33.8338237256	-117.9155872017	"200 W. CENTER STREET PROMENADE, ANAHEIM CA 92805"
60001038	"Address"	"High"	33.8338237256	-117.9155872017	"200 W. CENTER STREET PROMENADE, ANAHEIM CA 92805"
630011603	"Address"	"High"	33.8338237256	-117.9155872017	"200 W.CENTER STREET PROMENADE, ANAHEIM CA 92805"
140000457	"Address"	"High"	37.863475	-122.269592	"2000 DWIGHT WAY, #A, BERKELEY CA 94704"
960001284	"Address"	"High"	34.0827560425	-117.7523345947	"2008 NORTH GAREY AVENUE, #2B, POMONA CA 91767"
960001285	"Address"	"High"	34.082756	-117.752334	"2008 NORTH GAREY AVENUE, #2B, POMONA CA 91767"
30000244	"Address"	"High"	38.5818481445	-121.4638442993	"201 29TH ST, SACRAMENTO CA 95816"
960000342	"Address"	"High"	34.0571784973	-118.2752075195	"2010 WILSHIRE BL#703, LOS ANGELES CA 90057"
960002053	"Address"	"High"	33.7926960737	-118.1079941243	"2017 PALO VERDE AVE., STE 101, LONG BEACH CA 90815"
630011760	"Address"	"High"	32.7702574432	-117.1423519403	"2020 CAMINO DEL RIO NORTH, SAN DIEGO CA 92108"
140000603	"Address"	"High"	37.6964521408	-122.0764370263	"20211 PATIO DR. #205, CASTRO VALLEY CA 94546"
140000604	"Address"	"High"	37.6964521408	-122.0764370263	"20211 PATIO DR. #205, CASTRO VALLEY CA 94546"
140000472	"Address"	"High"	37.9535751343	-122.3385314941	"2023 VALE RD, #1, SAN PABLO CA 94806"
140001003	"Address"	"High"	37.8675448895	-122.2975026816	"2031 6TH STREET, BERKELEY CA 94710"
60000246	"Address"	"High"	34.0566945076	-118.2076777518	"2032 MARENGO STREET, LOS ANGELES CA 90033"
140000448	"Address"	"High"	37.6964494586	-122.0866669714	"20446 LAKE CHABOT RD., CASTRO VALLEY CA 94546"
40000566	"Address"	"High"	36.7652978003	-119.9699936807	"2045 N. DICKENSON AVE., FRESNO CA 93722"
40000632	"Address"	"High"	36.7451591492	-119.7909698486	"205 NORTH BLACKSTONE, FRESNO CA 93701"
110001053	"Address"	"High"	37.9460149258	-122.5246348232	"206 BON AIR CENTER, GREENBRAE CA 94904"
70000795	"Address"	"High"	37.4310810864	-122.1407946199	"206 CALIFORNIA STREET, PALO ALTO CA 94301"
960002110	"Address"	"High"	34.0587155521	-118.4121163934	"2080 CENTURY PARK EAST  SUITE 205, LOS ANGELES CA 90067"
960002111	"Address"	"High"	34.0587155521	-118.4121163934	"2080 CENTURY PARK EAST  SUITE 205, LOS ANGELES CA 90067"
960000339	"Address"	"High"	34.0587155521	-118.4121163934	"2080 CENTURY PARK EAST, #505, LOS ANGELES CA 90067"
960002251	"Address"	"High"	34.0587155521	-118.4121163934	"2080 CENTURY PARK EAST, SUITE 500, LOS ANGELES CA 90067"
140000600	"Address"	"High"	37.6934587955	-122.0738466829	"20996 REDWOOD ROAD, CASTRO VALLEY CA 94546"
70000577	"Address"	"High"	36.2070007324	-121.1331176758	"210 CANAL STREET, KING CITY CA 93930"
110000749	"Address"	"High"	41.8341522217	-124.1529846191	"210 WHEELER LANE, CRESCENT CITY CA 95531"
20000094	"Address"	"High"	37.5585892797	-121.9804052264	"2100 PARKSIDE DRIVE, FREMONT CA 94536"
960001401	"Address"	"High"	33.7956619263	-118.1984100342	"2101 MAGNOLIA AVE., LONG BEACH CA 90806"
630011580	"Address"	"High"	34.2576293945	-118.5916824341	"21021 DEVONSHIRE STREET, CHATSWORTH CA 91311"
110000532	"Address"	"High"	40.7887840271	-124.1326065063	"2103 MYRTLE AVE, EUREKA CA 95501"
110000536	"Address"	"High"	40.7887840271	-124.1326065063	"2103 MYRTLE AVE, EUREKA CA 95501"
110000540	"Address"	"High"	40.7887840271	-124.1326065063	"2103 MYRTLE AVE, EUREKA CA 95501"
110000543	"Address"	"High"	40.7887840271	-124.1326065063	"2103 MYRTLE AVE, EUREKA CA 95501"
110000171	"Address"	"High"	40.7887840271	-124.1326065063	"2103 MYRTLE AVE., EUREKA CA 95501"
110000535	"Address"	"High"	40.7887840271	-124.1326065063	"2103 MYRTLE AVE., EUREKA CA 95501"
100000002	"Address"	"High"	38.5580406189	-121.4619140625	"2120 STOCKTON BLVD, SACRAMENTO CA 95817"
140000459	"Address"	"High"	37.767211	-122.248733	"2121 CENTRAL AVE 'F', ALAMEDA CA 94501"
140000473	"Address"	"High"	37.767211	-122.248733	"2121 CENTRAL AVE 'F', ALAMEDA CA 94501"
960000560	"Address"	"High"	34.1733131409	-118.3315353394	"2121 W MAGNOLIA BLVD, BURBANK CA 91506"
20000109	"Address"	"High"	37.666683197	-122.1132659912	"21238 ROYAL AVENUE, HAYWARD CA 94541"
110000411	"Address"	"High"	38.7491340637	-122.6161499023	"21298 CALISTOGA RD., MIDDLETOWN CA 95461"
20000112	"Address"	"High"	37.8617401123	-122.2652282715	"2131 CARLETON STREET, BERKELEY CA 94704"
40001017	"Address"	"High"	36.9867832214	-120.6296434253	"2138 MARGUERITE STREET, DOS PALOS CA 93620"
40000340	"Address"	"High"	36.5701570362	-119.6136005223	"2141 HIGH ST., STE B, SELMA CA 93662"
70000769	"Address"	"High"	37.3435134888	-121.9299850464	"2145 THE ALAMEDA, #103, SAN JOSE CA 95126"
40000282	"Address"	"High"	36.3310025632	-119.293731004	"215 W. CENTER STREET, HANFORD CA 93230"
240001705	"Address"	"High"	34.1349372864	-117.2794036865	"2150 NORTH WATERMAN AVE, #103, SAN BERNARDINO CA 92404"
120000608	"Address"	"High"	35.3830032796	-118.9669588208	"2151-C COLLEGE AVENUE, BAKERSFIELD CA 93305"
630015460	"Address"	"High"	37.6339797974	-122.0975875855	"2166 BOCA RATON STREET, HAYWARD CA 94545"
240000947	"Address"	"High"	34.1039369255	-117.3572257161	"219 N. EUCALYPTUS, BUILDING B-1, RIALTO CA 92376"
40000599	"Address"	"High"	36.8302535266	-119.750456214	"2191 E. SIERRA AVE., CLOVIS CA 93612"
110001095	"Address"	"High"	37.945362	-122.506965	"2200 LARKSPUR CIRCLE STE 100, LARKSPUR CA 94939"
960002122	"Address"	"High"	33.994121	-117.969238	"2219 S HACIENDA BLVD  SUITE 204, HACIENDA HEIGHTS CA 91745"
90000856	"Address"	"High"	32.7520866394	-117.1626815796	"222 LEWIS STREET, SAN DIEGO CA 92103"
960000271	"Address"	"High"	34.0301895142	-118.4773101807	"2222 SANTA MONICA BLVD   107, SANTA MONICA CA 90404"
960000266	"Address"	"High"	34.0301895142	-118.4773101807	"2222 SANTA MONICA BLVD   203, SANTA MONICA CA 90404"
960002289	"Address"	"High"	34.0301895142	-118.4773101807	"2222 SANTA MONICA BLVD (#107), SANTA MONICA CA 90404"
960002031	"Address"	"High"	34.030189	-118.47731	"2222 SANTA MONICA BLVD SUITE 107, SANTA MONICA CA 90404"
960002162	"Address"	"High"	34.201862	-118.611396	"22235 SHERMAN WAY, CANOGA PARK CA 91303"
140000491	"Address"	"High"	37.6764907837	-122.0853881836	"22268 MAIN STREET, HAYWARD CA 94541"
30001793	"Address"	"High"	38.3423696458	-120.7635265589	"223 CLINTON RD, JACKSON CA 95642"
140000976	"Address"	"High"	38.0068321228	-121.8670043945	"2230 GLADSTONE DRIVE, PITTSBURG CA 94565"
60000228	"Address"	"High"	33.8260667771	-118.0652216077	"22310 WARDHAM STREET, HAWAIIAN GARDENS CA 90716"
240001132	"Address"	"High"	34.1034507751	-117.3708496094	"224 N. RIVERSIDE AVE., STE. D, RIALTO CA 92376"
240001133	"Address"	"High"	34.1034507751	-117.3708496094	"224 N. RIVERSIDE AVE., STE. D, RIALTO CA 92376"
30001821	"Address"	"High"	38.5811233521	-121.4133987427	"2240 NORTHROP AVE, SACRAMENTO CA 95825"
960000776	"Address"	"High"	34.0673522949	-118.2726669312	"2244 BEVERLY BLVD., LOS ANGELES CA 90057"
630013985	"Address"	"High"	34.1463439912	-118.2535012811	"225 E. BROADWAY BLVD., GLENDALE CA 91205"
40000278	"Address"	"High"	36.5663223267	-119.5998306274	"2251 COUNTRY CLUB LN, SELMA CA 93662"
110000398	"Address"	"High"	38.4249191284	-122.7511901855	"2255 CHALLENGER WAY #104, SANTA ROSA CA 95407"
110000399	"Address"	"High"	38.424919	-122.75119	"2255 CHALLENGER WAY, #104, SANTA ROSA CA 95407"
110000400	"Address"	"High"	38.4249191284	-122.7511901855	"2255 CHALNGER WY#104, SANTA ROSA CA 95407"
70000955	"Address"	"High"	37.368377	-121.922149	"226 AIRPORT PARKWAY, SUITE 170, SAN JOSE CA 95110"
960002156	"Address"	"High"	34.0401496887	-118.6668395996	"22601 PACIFIC COAST HWY   250, MALIBU CA 90265"
110000199	"Address"	"High"	38.1086425781	-122.248336792	"228 BROADWAY, VALLEJO CA 94590"
110000202	"Address"	"High"	38.1086425781	-122.248336792	"228 BROADWAY, VALLEJO CA 94590"
960000357	"Address"	"High"	34.4219704717	-118.5364126414	"22919 SOLEDAD CANYON ROAD, SAUGUS CA 91350"
140000469	"Address"	"High"	37.557823	-121.983734	"2296 COUNTRY DRIVE, FREMONT CA 94536"
110000918	"Address"	"High"	41.7618978024	-124.1596571356	"2298 NORRIS AVE., SUITE A, CRESCENT CITY CA 95531"
140000968	"Address"	"High"	37.5569343567	-121.9823532105	"2299 MOWRY AVENUE, FREMONT CA 94538"
70000516	"Address"	"High"	37.3682912439	-121.8388590217	"230 PALA AVENUE, BLDG. C, SAN JOSE CA 95128"
960001251	"Address"	"High"	34.0292472839	-118.271812439	"2300 SOUTH HOPE STREET, #300, LOS ANGELES CA 90007"
960000318	"Address"	"High"	33.8167572021	-118.3276824951	"23000 CRENSHAW BLVD  201, TORRANCE CA 90505"
70000521	"Address"	"High"	37.4267807007	-122.1413574219	"231 GRANT AVENUE, PALO ALTO CA 94306"
140000874	"Address"	"High"	37.8528054804	-122.2609300911	"2320 WOOLSEY, SUITE 111, BERKELEY CA 94705"
960000786	"Address"	"High"	34.0376586914	-118.43699646	"2321 PONTIUS AVENUE, LOS ANGELES CA 90064"
120001604	"Address"	"High"	36.3296379894	-119.3169368058	"2325 WEST MAIN STREET, VISALIA CA 93291"
70000741	"Address"	"High"	37.327163	-121.944557	"2337 FOREST AVENUE, SAN JOSE CA 95128"
110001061	"Address"	"High"	38.002624	-122.52066	"234 NO. SAN PEDRO ROAD, SAN RAFAEL CA 94903"
960001635	"Address"	"High"	33.8390769958	-118.3851089478	"234 S PACIFIC COAST HWY   207, REDONDO BEACH CA 90277"
960000799	"Address"	"High"	33.8124732971	-118.3485794067	"23441 MADISON #290, TORRANCE CA 90505"
960002678	"Address"	"High"	33.812473	-118.348579	"23441 MADISON ST. STE. 330, BUILDING 8, TORRANCE CA 90505"
960000293	"Address"	"High"	33.812473	-118.348579	"23441 MADISON STREET, #220, TORRANCE CA 90505"
140000564	"Address"	"High"	38.0054626465	-121.870010376	"2351 LOVERIDGE ROAD, PITTSBURG CA 94565"
630012939	"Address"	"High"	33.6229095459	-117.7011260986	"23591 EL TORO ROAD, LAKE FOREST CA 92630"
960001472	"Address"	"High"	34.155607	-118.641159609	"23603 PARK SORRENTO, #101, CALABASAS CA 91302"
960001479	"Address"	"High"	34.414848	-118.549705	"23734 W VALENCIA BLVD   203, VALENCIA CA 91355"
630015369	"Address"	"High"	33.804462	-117.882347	"2400 E KATELLA AVE ROOM 815, ANAHEIM CA 92806"
110001103	"Address"	"High"	37.8660220653	-122.4994026124	"2401 MARINSHIP WAY, SUITE 110, SAUSALITO CA 94965"
140000476	"Address"	"High"	37.8647193909	-122.259475708	"2424 DWIGHT WAY, BERKELEY CA 94704"
