"FACID"	"bing_type"	"bing_confidence"	"bing_latitude"	"bing_longitude"	"address"
960000857	"Address"	"High"	34.0314750671	-118.4758224487	"2428 SANTA MONICA BLVD., SANTA MONICA CA 90404"
70000728	"Address"	"High"	36.5716496855	-121.5163803846	"24285 LINCOLN STREET, CHUALAR CA 93925"
630014968	"Address"	"High"	33.80302	-118.289924	"24404 VERMONT AVE, HARBOR CITY CA 90710"
110000185	"Address"	"High"	38.2857589722	-122.3027954102	"2447 OLD SONOMA RD., NAPA CA 94558"
110000529	"Address"	"High"	38.45219	-122.766769	"2448 GUERNEVILLE ROAD #400, SANTA ROSA CA 95403"
100000171	"Address"	"High"	38.3547973633	-120.7685775757	"245 NEW YORK RANCH RD, JACKSON CA 95642"
240000973	"Address"	"High"	34.1288593411	-117.6538116485	"245 WEST 18TH STREET, ROOM 29, UPLAND CA 91786"
140000618	"Address"	"High"	37.684261	-122.071868	"2457 GROVE W. STE107, CASTRO VALLEY CA 94546"
630012752	"Address"	"High"	38.2756156921	-122.0505371094	"2480 HILBORN ROAD, FAIRFIELD CA 94534"
140001012	"Address"	"High"	37.985397	-122.034149	"2485 HIGH SCHOOL AVENUE, #211, CONCORD CA 94520"
30000958	"Address"	"High"	38.9030646533	-121.0686533153	"250 ELM AVE, AUBURN CA 95603"
70000500	"Address"	"High"	36.9775758684	-121.947574988	"250 WASHBURN AVENUE, CAPITOLA CA 95010"
140000195	"Address"	"High"	38.0065460205	-122.1331176758	"2500 ALHAMBRA AVENUE, MARTINEZ CA 94553"
140000344	"Address"	"High"	38.0065460205	-122.1331176758	"2500 ALHAMBRA AVENUE, MARTINEZ CA 94553"
60000282	"Address"	"High"	34.1498670727	-118.0983844399	"2505 E. FOOTHILL BLVD., LA CRESCENTA CA 91214"
70000440	"Address"	"High"	37.2516517639	-121.9490814209	"2505 SAMARITAN DRIVE, #104, SAN JOSE CA 95124"
70000788	"Address"	"High"	37.251716	-121.950859	"2516 SAMARITAN DRIVE, SUITE M, SAN JOSE CA 95124"
140000879	"Address"	"High"	37.985179	-122.048858	"2525 STANWELL DRIVE, CONCORD CA 94520"
140000896	"Address"	"High"	37.9851799011	-122.0488586426	"2525 STANWELL DRIVE, CONCORD CA 94520"
140000975	"Address"	"High"	37.9851799011	-122.0488586426	"2525 STANWELL DRIVE, CONCORD CA 94520"
80001730	"Address"	"High"	32.7678947449	-117.1358261108	"2535 CAMINO DEL RIO S, SAN DIEGO CA 92108"
30000046	"Address"	"High"	38.6110572815	-121.3269805908	"2540 CARMICHAEL WAY, CARMICHAEL CA 95608"
250001643	"Address"	"High"	33.5581932068	-117.1857452393	"25405 HANCOCK STREET, SUITE 200, MURRIETA CA 92562"
250001644	"Address"	"High"	33.5581932068	-117.1857452393	"25405 HANCOCK STREET, SUITE 200, MURRIETA CA 92562"
960000795	"Address"	"High"	33.9319080859	-117.9752093554	"2541 W LA HABRA, LA HABRA CA 90631"
630013135	"Address"	"High"	33.556751	-117.182922	"25495 MEDICAL CENTER DRIVE, SUITE #102, MURRIETA CA 92562"
960001264	"Address"	"High"	34.1415596008	-118.1356048584	"255 SO. OAK KNOLL, PASADENA CA 91101"
40000835	"Address"	"High"	36.8234825134	-119.7150268555	"255 WEST BULLARD #114, CLOVIS CA 93612"
40000836	"Address"	"High"	36.8234825134	-119.7150268555	"255 WEST BULLARD #114, CLOVIS CA 93612"
40000279	"Address"	"High"	36.8234825134	-119.7150268555	"255 WEST BULLARD, CLOVIS CA 93612"
40000280	"Address"	"High"	36.8234825134	-119.7150268555	"255 WEST BULLARD, CLOVIS CA 93612"
90000862	"Address"	"High"	32.768814	-117.137153	"2555 CAMINO DEL RIO SOUTH, STE 101, SAN DIEGO CA 92108"
40000521	"Address"	"High"	36.7073020935	-119.5735473633	"2570 JENSEN AVENUE, STE.108, SANGER CA 93657"
70000618	"Address"	"High"	37.3412742615	-121.878364563	"26 S. 12TH STREET, SAN JOSE CA 95112"
960000743	"Address"	"High"	33.7777427584	-118.1901367754	"260 EAST 9TH STREET, LONG BEACH CA 90813"
140000466	"Address"	"High"	37.9847984314	-122.0338363647	"2600 PARK AVE, #204, CONCORD CA 94520"
20000629	"Address"	"High"	37.6422674954	-122.0941905677	"26005 PETERMAN AVENUE, HAYWARD CA 94545"
960001590	"Address"	"High"	34.158367157	-118.3296813965	"2601 W ALAMEDA AVE  308, BURBANK CA 91505"
960001090	"Address"	"High"	34.158367157	-118.3296813965	"2601 W. ALAMEDA AV, 308, BURBANK CA 91505"
960001142	"Address"	"High"	34.158367157	-118.3296813965	"2601 W. ALAMEDA, #308, BURBANK CA 91505"
960000803	"Address"	"High"	34.030654	-118.282554	"2611 S PORTLAND STREET, LOS ANGELES CA 90007"
960001538	"Address"	"High"	34.1579704285	-118.3299026489	"2625 W  ALAMEDA BLVD  SUITE 102, BURBANK CA 91505"
960001539	"Address"	"High"	34.1579704285	-118.3299026489	"2625 W ALAMEDA BLVD   102, BURBANK CA 91505"
960001537	"Address"	"High"	34.1579704285	-118.3299026489	"2625 W ALAMEDA BLVD  SUITE 102, BURBANK CA 91505"
960000323	"Address"	"High"	34.15797	-118.329902	"2625 WEST ALAMEDA AVENUE, #102, BURBANK CA 91505"
70000794	"Address"	"High"	37.3882102966	-121.9254302979	"2625 ZANKER ROAD, SAN JOSE CA 95134"
20000037	"Address"	"High"	37.6404266357	-122.0802154541	"26660 PATRICK AVENUE, HAYWARD CA 94544"
630015133	"Address"	"High"	32.769042	-117.135375	"2667 CAMINO DEL RIO SOUTH, SAN DIEGO CA 92108"
960000521	"Address"	"High"	34.0526199341	-118.2907104492	"2675 W. OLYMPIC BLVD., LOS ANGELES CA 90006"
960000312	"Address"	"High"	34.0862457454	-117.8938123584	"270 WEST BADILLO, COVINA CA 91723"
60001255	"Address"	"High"	33.7102546692	-117.8849258423	"2701 S BRISTOL ST, SANTA ANA CA 92704"
60001378	"Address"	"High"	33.7102546692	-117.8849258423	"2701 S BRISTOL ST, SANTA ANA CA 92704"
60000198	"Address"	"High"	34.0214207768	-118.1325872988	"2701 W. BEVERLY BLVD., LOS ANGELES CA 90057"
100001809	"Address"	"High"	38.6164665967	-121.5174532682	"2710 GATEWAY OAKS DR, SACRAMENTO CA 95833"
960000583	"Address"	"High"	34.4161224365	-118.4764556885	"27225 CAMP PLENTY   6, CANYON COUNTRY CA 91311"
960000584	"Address"	"High"	34.4161224365	-118.4764556885	"27225 CAMP PLENTY ROAD SUITE 6, CANYON COUNTRY CA 91311"
630014731	"Address"	"High"	37.9352302551	-122.3422317505	"2727 MACDONALD AVENUE, RICHMOND CA 94804"
40000500	"Address"	"High"	36.7316246033	-120.0605697632	"275 S. MADERA, SUITE 103, KERMAN CA 93630"
40000879	"Address"	"High"	36.7316246033	-120.0605697632	"275 SOUTH MADERA AVE., #104, KERMAN CA 93630"
630006321	"Address"	"High"	33.8073194772	-118.1936156005	"2760 PACIFIC AVE, LONG BEACH CA 90806"
40000872	"Address"	"High"	36.8084350973	-119.7371196002	"2763 EAST SHAW #102, FRESNO CA 93710"
40000873	"Address"	"High"	36.8084350973	-119.7371196002	"2763 EAST SHAW, SUITE 102, FRESNO CA 93710"
110001143	"Address"	"High"	40.7802314758	-124.1367874146	"2765 TIMBER RIDGE LN, EUREKA CA 95503"
70000624	"Address"	"High"	37.392604	-122.078697	"278 HOPE ST. STE. E, MOUNTAIN VIEW CA 94041"
70000660	"Address"	"High"	37.392604	-122.078697	"278 HOPE ST. STE. E, MOUNTAIN VIEW CA 94041"
60000484	"Address"	"High"	33.5605621338	-117.6640548706	"27800 MEDICAL CTR#304, MISSION VIEJO CA 92675"
110000517	"Address"	"High"	38.4265022278	-122.6667861938	"2798 YULUPA AVE.#1, SANTA ROSA CA 95405"
110000559	"Address"	"High"	38.464813	-122.727767	"2800 CLEVELAND AVE., SUITE 6 & 7, SANTA ROSA CA 95403"
30000151	"Address"	"High"	38.5720176697	-121.46925354	"2801 L ST, SACRAMENTO CA 95816"
30001680	"Address"	"High"	38.5738268495	-121.4689944685	"2805 J ST, SACRAMENTO CA 95816"
140000937	"Address"	"High"	37.6058551669	-122.0693479478	"2805 WHIPPLE ROAD, UNION CITY CA 94587"
40000299	"Address"	"High"	37.31287	-120.471237	"2808 PARK AVE. STE B, MERCED CA 95348"
40000300	"Address"	"High"	37.31287	-120.471237	"2808 PARK AVE. STE B, MERCED CA 95348"
100001398	"Address"	"High"	38.0372886658	-121.353225708	"2812 APPLING CIR, STOCKTON CA 95209"
110000297	"Address"	"High"	40.7793807983	-124.1361541748	"2822 HARRIS ST., EUREKA CA 95501"
60000737	"Address"	"High"	33.5522702336	-117.6710019261	"28261 MARGUERITE PARKWAY, #170, MISSION VIEJO CA 92692"
230000514	"Address"	"High"	39.3674163818	-121.6910247803	"284 SPRUCE ST, GRIDLEY CA 95948"
20001287	"Address"	"High"	37.8614959717	-122.0211486816	"2849 MIRANDA AVENUE, ALAMO CA 94507"
40000527	"Address"	"High"	36.6974372417	-119.7636365891	"2851 SOUTH ORANGE, FRESNO CA 93725"
960001208	"Address"	"High"	34.0576453507	-118.1938100606	"2854 LANCASTER #359, LOS ANGELES CA 90033"
10000024	"Address"	"High"	40.7811088562	-124.1355056763	"2885 HARRIS ST, EUREKA CA 95503"
240000620	"Address"	"High"	34.0671577454	-117.3206863403	"290 N. 10TH STREET, COLTON CA 92324"
70000634	"Address"	"High"	36.9872703552	-121.9368057251	"2901 PARK AV., #A2, SOQUEL CA 95073"
960000541	"Address"	"High"	34.03873	-118.474639	"2901 WILSHIRE BLVD SUITE 440, SANTA MONICA CA 90403"
960000335	"Address"	"High"	34.1260681152	-118.092376709	"2920 HUNTINGTON #220, SAN MARINO CA 91108"
110000175	"Address"	"High"	40.7814369202	-124.1609573364	"2933 H STREET, EUREKA CA 95501"
960000718	"Address"	"High"	34.196201	-118.165954	"2933 NORTH EL NIDO DRIVE, ALTADENA CA 91001"
140000484	"Address"	"High"	37.8140716553	-122.2628707886	"295 27TH ST., OAKLAND CA 94612"
140000477	"Address"	"High"	37.8140716553	-122.2628707886	"295 27TH STREET, OAKLAND CA 94612"
960000866	"Address"	"High"	34.148075	-118.767608	"29525 CANWOOD ST #113, AGOURA HILLS CA 91301"
70000666	"Address"	"High"	37.3758506775	-121.9590148926	"2975 SCOTT BLVD.#109, SANTA CLARA CA 95054"
90001145	"Address"	"High"	32.6937789917	-117.1669769287	"299 PROSPECT PLACE, CORONADO CA 92118"
240001491	"Address"	"High"	34.1081962585	-117.6550598145	"299 W. FOOTHILL BLVD. STE.200, UPLAND CA 91786"
40000506	"Address"	"High"	36.842926	-119.789642	"30 E. MINARETS AVE, FRESNO CA 93650"
60000515	"Address"	"High"	33.9029197693	-118.2205200195	"300 E. ROSECRANS AVENUE, COMPTON CA 90221"
960001124	"Address"	"High"	34.056373	-117.753906	"300 S. PARK AVE., #745, POMONA CA 91766"
110001100	"Address"	"High"	37.9836120605	-122.5617904663	"300 SUNNY HILLS, SAN ANSELMO CA 94960"
40000774	"Address"	"High"	36.7778565735	-119.7814826667	"3000 NORTH FRESNO, SUITE 2934, FRESNO CA 93703"
40000274	"Address"	"High"	36.777882725	-119.7814826667	"3004 NORTH FRESNO ST, FRESNO CA 93702"
960000739	"Address"	"High"	34.135311	-118.043327	"301 WEST HUNTINGTON DRIVE, #618, ARCADIA CA 91007"
40000510	"Address"	"High"	36.7236557007	-119.8087997437	"302 FRESNO ST.,#207, FRESNO CA 93706"
110000291	"Address"	"High"	39.1286621094	-123.2113494873	"302 TEDFORD AVE, UKIAH CA 95482"
110000293	"Address"	"High"	39.1286621094	-123.2113494873	"302 TEDFORD AVE., UKIAH CA 95482"
140000444	"Address"	"High"	37.7787590027	-122.2274398804	"3022 E. 14TH STREET, OAKLAND CA 94601"
140000757	"Address"	"High"	37.778759	-122.227439	"3022 EAST 14TH STREET, OAKLAND CA 94601"
40000631	"Address"	"High"	37.062458	-120.852195	"303 'I' STREET, LOS BANOS CA 93635"
140000884	"Address"	"High"	37.854949	-122.259323	"3031 TELEGRAPH AVE. #144, BERKELEY CA 94705"
140000455	"Address"	"High"	37.8549499512	-122.2593231201	"3031 TELEGRAPH AVE., BERKELEY CA 94705"
630014452	"Address"	"High"	38.5928382874	-121.2700805664	"3039 KILGORE RD, RANCHO CORDOVA CA 95670"
140000443	"Address"	"High"	37.9665298462	-122.1295166016	"304 CASTLE CREEK CT, MARTINEZ CA 94553"
100000998	"Address"	"High"	37.7891120911	-121.2196655273	"304 WAWONA ST, MANTECA CA 95337"
110000505	"Address"	"High"	38.4474601746	-122.6885681152	"305 FARMERS LANE, SANTA ROSA CA 95405"
960000738	"Address"	"High"	34.011612609	-117.8602968156	"306 SOUTH LEMON AVENUE, WALNUT CA 91789"
250000599	"Address"	"High"	33.9250602722	-116.9101409912	"3090 W. RAMSEY, BANNING CA 92220"
140000464	"Address"	"High"	37.8090613335	-122.2569597512	"310 GRAND AVE,, OAKLAND CA 94610"
140000463	"Address"	"High"	37.8090613335	-122.2569597512	"310 GRAND AVENUE, OAKLAND CA 94610"
30000530	"Address"	"High"	38.7420158386	-121.2701797485	"310 OAK RIDGE DR, ROSEVILLE CA 95661"
140000203	"Address"	"High"	37.8199008107	-122.2643586248	"3100 SUMMIT STREET, OAKLAND CA 94609"
140000470	"Address"	"High"	37.8202896118	-122.2663345337	"3100 TELEGRAPH AVENUE, OAKLAND CA 94609"
110000584	"Address"	"High"	39.110137	-123.196136	"3101 S. STATE STREET, UKIAH CA 95482"
60000485	"Address"	"High"	33.6765403748	-117.8779449463	"3115 REDHILL, COSTA MESA CA 92626"
30001023	"Address"	"High"	38.9411811829	-121.1016082764	"3123 PROFESSIONAL DR, AUBURN CA 95603"
140000919	"Address"	"High"	37.6904211938	-121.8782734126	"3128-B SANTA RITA ROAD, PLEASANTON CA 94566"
960000800	"Address"	"High"	34.0650291443	-118.0432357788	"3131 SANTA ANITA BLVD, EL MONTE CA 91733"
60000455	"Address"	"High"	33.6778640747	-117.8752059937	"3140 REDHILL AVENUE, #150, COSTA MESA CA 92626"
110000568	"Address"	"High"	38.468692	-122.742408	"3164 CONDO COURT, SANTA ROSA CA 95403"
240000579	"Address"	"High"	34.0690917969	-117.6542739868	"317 W.  F  STREET, ONTARIO CA 91762"
250001636	"Address"	"High"	33.659629	-117.297645	"31712 CASINO DRIVE, SUITE 3-A, LAKE ELSINORE CA 92530"
250001667	"Address"	"High"	33.657947	-117.2957	"31760 CASINO DRIVE, SUITE 104, LAKE ELSINORE CA 92530"
960001139	"Address"	"High"	34.0010453761	-118.4671124071	"318 LINCOLN BLVD., VENICE CA 90291"
70000610	"Address"	"High"	37.345790863	-121.8048477173	"3185 ANDORA DRIVE, SAN JOSE CA 95127"
40000554	"Address"	"High"	37.0462684631	-119.4725723267	"31985 LODGE ROAD, #102, AUBERRY CA 93602"
70000262	"Address"	"High"	36.8525601178	-121.4023818076	"320 4TH STREET, HOLLISTER CA 95023"
70000261	"Address"	"High"	36.6726174206	-121.6578353941	"320 CHURCH STREET, SALINAS CA 93901"
70000556	"Address"	"High"	36.6726174206	-121.6578353941	"320 CHURCH STREET, SALINAS CA 93901"
120001587	"Address"	"High"	36.069694519	-119.0242996216	"320 W. PUTNAM AVE., PORTERVILLE CA 93257"
960000265	"Address"	"High"	34.0766568482	-118.3236879855	"321 NORTH LARCHMONT   825, LOS ANGELES CA 90004"
120001577	"Address"	"High"	36.328994751	-119.295249939	"321 W ACEQUIA,STE B, VISALIA CA 93277"
960000270	"Address"	"High"	34.0037047863	-118.32841672	"3213 W. VERNON AVE, LOS ANGELES CA 90008"
140000842	"Address"	"High"	37.5963401794	-122.0557327271	"32145 ALVARADO NILES BLVD., STE 209, UNION CITY CA 94587"
60000280	"Address"	"High"	33.8959215581	-118.2270634174	"322 W. COMPTON BLVD., COMPTON CA 90220"
960001226	"Address"	"High"	33.9663314819	-118.3444595337	"323 NORTH PRAIRIE AVENUE, #320, INGLEWOOD CA 90301"
240000557	"Address"	"High"	34.1285622865	-117.2168295085	"3232 PACIFIC AVENUE, HIGHLAND CA 92346"
240000945	"Address"	"High"	34.104918614	-117.3728851229	"324 NORTH PALM AVENUE, UNIT I, RIALTO CA 92376"
240001413	"Address"	"High"	34.065231	-117.290138	"325 W. HOSPITALITY LANE #103, SAN BERNARDINO CA 92408"
960000344	"Address"	"High"	33.8122983277	-118.3430642635	"3250 LOMITA BLVD   SUITE 306, TORRANCE CA 90510"
630014446	"Address"	"High"	37.9844665527	-121.3542404175	"3255 W MARCH LN, STOCKTON CA 95219"
120001581	"Address"	"High"	36.2048225403	-119.3460922241	"327 SOUTH 'K' ST., TULARE CA 93274"
30000463	"Address"	"High"	38.944107	-121.100532	"3290 PROFESSIONAL DRIVE, AUBURN CA 95603"
40000878	"Address"	"High"	37.226257	-119.510215	"32938 ROAD 222, NORTH FORK CA 93643"
960000314	"Address"	"High"	34.0770568848	-118.3611297607	"330 NORTH FAIRFAX AVENUE, LOS ANGELES CA 90036"
140000613	"Address"	"High"	37.821105	-122.26155	"3300 WE WEBSTER #406, OAKLAND CA 94609"
140000614	"Address"	"High"	37.821105	-122.26155	"3300 WEBSTER ST #406, OAKLAND CA 94609"
140001061	"Address"	"High"	37.821105	-122.26155	"3300 WEBSTER STREET, SUITE 1008, OAKLAND CA 94609"
140000121	"Address"	"High"	37.9822463989	-122.0168838501	"3318 WILLOW PASS ROAD, CONCORD CA 94519"
90000797	"Address"	"High"	32.7529907227	-117.2153549194	"3320 KEMPER #104, SAN DIEGO CA 92110"
40000446	"Address"	"High"	37.324298	-120.47998	"3327 'M' ST., STE. A, MERCED CA 95348"
140001121	"Address"	"High"	37.735374	-122.19886	"333 HEGENBERGER ROAD, SUITE 60, OAKLAND CA 94621"
110000194	"Address"	"High"	38.4696807861	-122.7056427002	"3333 CHANATE ROAD, SANTA ROSA CA 95404"
90000910	"Address"	"High"	32.6380674541	-117.083241418	"340 4TH AVENUE, #21, CHULA VISTA CA 91910"
60000271	"Address"	"High"	34.0636528283	-118.2956521958	"3407 W. 6TH STREET, LOS ANGELES CA 90020"
40000049	"Address"	"High"	36.7788848877	-119.767791748	"3408 E SHIELDS AVE, FRESNO CA 93726"
110000761	"Address"	"High"	38.4696451575	-122.7039364725	"3420 CHANATE ROAD, SANTA ROSA CA 95404"
960000561	"Address"	"High"	34.0190544128	-118.2043380737	"3421 E OLYMPIC BLVD, LOS ANGELES CA 90023"
110000287	"Address"	"High"	38.3254890442	-122.2935714722	"3434 VILLA LANE #250, NAPA CA 94558"
120001615	"Address"	"High"	36.4183158875	-119.0992965698	"345 NORTH VALENCIA, WOODLAKE CA 93286"
60000709	"Address"	"High"	33.8372535706	-116.5439300537	"345 TACHEVAH STE.5, PALM SPRINGS CA 92262"
240001138	"Address"	"High"	34.033153	-117.048042	"34675 YUCAIPA BLVD., #109, YUCAIPA CA 92399"
110000233	"Address"	"High"	38.2881011963	-122.4653244019	"347 ANDRIEUX ST, SONOMA CA 95476"
10000461	"Address"	"High"	38.2881011963	-122.4653244019	"347 ANDRIEUX ST., SONOMA CA 95476"
70001234	"Address"	"High"	37.9389228821	-122.0587463379	"3470 BUSKIRK AVENUE, PLEASANT HILL CA 94523"
960002252	"Address"	"High"	33.838165	-118.346878	"3475 TORRANCE BLVD  SUITE D, TORRANCE CA 90503"
960001855	"Address"	"High"	33.838165	-118.346878	"3475 TORRANCE BLVD., SUITE D, TORRANCE CA 90503"
140000619	"Address"	"High"	37.9391784668	-122.0574035645	"3478 BUS KIRK AVE, PLEASANT HILL CA 94523"
110001101	"Address"	"High"	38.0170485377	-122.5388176739	"35 MITCHELL BLVD., SUITE #200, SAN RAFAEL CA 94903"
140000425	"Address"	"High"	37.820809409	-122.2630805522	"350 HAWTHORNE AVENUE, OAKLAND CA 94609"
630015950	"Address"	"High"	35.5521392822	-120.721824646	"350 POSADA LANE, TEMPLETON CA 93465"
960000294	"Address"	"High"	33.813377	-118.346473	"3500 LOMITA BLVD  SUITE M-100, TORRANCE CA 90505"
140000500	"Address"	"High"	37.9875106812	-121.8062210083	"3501 LONE TREE WAY, #1, ANTIOCH CA 94509"
90001478	"Address"	"High"	32.7426575124	-116.9724574685	"3515 SWEETWATER SPRINGS BLVD., #9, SPRING VALLEY CA 91978"
960000348	"Address"	"High"	34.0107744187	-117.8598911315	"355 S  LEMON AVE  SUITE H, WALNUT CA 91789"
140000920	"Address"	"High"	37.662055	-121.856094	"3550 BERNAL AVENUE, SUITE #125, PLEASANTON CA 94566"
960001185	"Address"	"High"	34.0635636449	-118.2993449271	"3550 WEST SIXTH STREET, LOS ANGELES CA 90020"
110000566	"Address"	"High"	38.3266792297	-122.3066635132	"3580 BECKWORTH DRIVE, NAPA CA 94558"
250000629	"Address"	"High"	33.982093811	-117.3695678711	"3600 LIME STREET #5, RIVERSIDE CA 92501"
70000939	"Address"	"High"	37.432983	-122.107147	"3600 W. BAYSHORE ROAD, SUITE 202, PALO ALTO CA 94303"
960001237	"Address"	"High"	33.930606842	-118.2018737793	"3625 MARTIN LUTHER KING BLVD., #7, LYNWOOD CA 90262"
100000934	"Address"	"High"	38.5418777466	-121.4197692871	"3630 BUSINESS DR, SACRAMENTO CA 95820"
100000969	"Address"	"High"	38.5418777466	-121.4197692871	"3630 BUSINESS DR, SACRAMENTO CA 95820"
40000553	"Address"	"High"	36.783134	-119.771514	"3636 N. FIRST, # 160, FRESNO CA 93726"
40001393	"Address"	"High"	36.2038574219	-120.1039505005	"36471 S. LASSEN, HURON CA 93234"
40000674	"Address"	"High"	36.2005882263	-120.1025848389	"36617 CENTRAL AVENUE, HURON CA 93234"
40000275	"Address"	"High"	36.786795035	-119.7637016326	"3680 EAST DAKOTA ST., FRESNO CA 93726"
100001649	"Address"	"High"	37.9988555908	-121.3070373535	"37 W YOKUTS AVE, STOCKTON CA 95207"
110000271	"Address"	"High"	38.4519958496	-122.674697876	"3700 MONTGOMERY DR., SANTA ROSA CA 95405"
140000501	"Address"	"High"	37.9846611023	-121.8051986694	"3701 LONE TREE WAY, ANTIOCH CA 94509"
140000576	"Address"	"High"	37.98412323	-121.8051528931	"3725 LONE TREE WAY, ANTIOCH CA 94509"
630014269	"Address"	"High"	38.6178023368	-121.3768733293	"3737 MARCONI AVE, SACRAMENTO CA 95821"
230000610	"Address"	"High"	40.8889427185	-121.6559066772	"37394 CASCADE AVE., BURNEY CA 96013"
960000802	"Address"	"High"	34.0562318265	-117.7523338795	"375 S. MAIN STREET, POMONA CA 91766"
140000515	"Address"	"High"	37.5880613923	-122.0168597996	"38 UNION SQUARE #A, UNION CITY CA 94587"
140000780	"Address"	"High"	37.5880613923	-122.0168597996	"38 UNION SQUARE, SUITE A, UNION CITY CA 94587"
140000781	"Address"	"High"	37.5880613923	-122.0168597996	"38 UNION SQUARE, SUITE A, UNION CITY CA 94587"
140000782	"Address"	"High"	37.5880613923	-122.0168597996	"38 UNION SQUARE, SUITE A, UNION CITY CA 94587"
110000412	"Address"	"High"	38.4044342041	-122.8279876709	"380 PITT AVE., SEBASTOPOL CA 95472"
960000770	"Address"	"High"	34.1522598267	-118.3410797119	"3808 RIVERSIDE DRIVE  200, BURBANK CA 91505"
960000771	"Address"	"High"	34.1522598267	-118.3410797119	"3808 RIVERSIDE DRIVE, #200, BURBANK CA 91505"
630016021	"Address"	"High"	38.4971885681	-121.4620895386	"3811 FLORIN ROAD, SACRAMENTO CA 95823"
630016076	"Address"	"High"	38.4971885681	-121.4620895386	"3811 FLORIN ROAD, SACRAMENTO CA 95823"
250001687	"Address"	"High"	33.9268574864	-117.4369476736	"3838 SHERMAN DRIVE #111, RIVERSIDE CA 92503"
90000791	"Address"	"High"	32.7525634766	-117.2017364502	"3851 ROSECRANS ST., SAN DIEGO CA 92110"
960001617	"Address"	"High"	34.1476821899	-118.0688858032	"3871 E COLORADO BLVD 100, PASADENA CA 91107"
960000380	"Address"	"High"	34.0621414185	-118.3112030029	"3875 WILSHIRE BLVD., LOS ANGELES CA 90010"
960001468	"Address"	"High"	33.8312166184	-118.3553481102	"3878 CARSON STREET SUITE 100, TORRANCE CA 90503"
110000494	"Address"	"High"	38.4436035156	-122.6754074097	"3895 PRINCETON DRIVE, SANTA ROSA CA 95405"
250000489	"Address"	"High"	33.7633056641	-116.4049911499	"39000 BOB HOPE DR., RANCHO MIRAGE CA 92270"
70000474	"Address"	"High"	37.4188346863	-122.1099090576	"3906 MIDDLEFIELD ROAD, PALO ALTO CA 94303"
250000814	"Address"	"High"	33.9800919592	-117.3742094636	"3925 ORANGE ST., RIVERSIDE CA 92501"
140000948	"Address"	"High"	37.5503388047	-121.9811569154	"39275 LIBERTY STREET, #D-12, FREMONT CA 94538"
140000835	"Address"	"High"	37.5543024391	-121.9761941582	"39300 CIVIC CENTER DR. #120, FREMONT CA 94538"
140001009	"Address"	"High"	37.5543024391	-121.9761941582	"39300 CIVIC CENTER DRIVE, FREMONT CA 94538"
630016106	"Address"	"High"	35.395416	-119.093612	"3933 COFFEE ROAD, BAKERSFIELD CA 93308"
140000486	"Address"	"High"	37.547527	-121.98439	"3935 BEACON AVENUE, FREMONT CA 94538"
140001178	"Address"	"High"	37.549003	-121.97705	"39500 LIBERTY STREET, FREMONT CA 94538"
30001803	"Address"	"High"	38.7658157349	-121.2462081909	"4 MEDICAL PLAZA DR, ROSEVILLE CA 95661"
140001070	"Address"	"High"	37.8178220987	-122.2651076317	"400 29TH STREET, #105, OAKLAND CA 94609"
140000479	"Address"	"High"	37.8192749023	-122.2648162842	"400 30TH ST, #403, OAKLAND CA 94609"
630014361	"Address"	"High"	34.6098098755	-118.1235656738	"40015 SIERRA HIGHWAY, PALMDALE CA 93550"
960001653	"Address"	"High"	33.830192	-118.161163	"4007 PARAMOUNT BLVD STE 104, LAKEWOOD CA 90712"
960001087	"Address"	"High"	33.8301925659	-118.1611633301	"4007 PARAMOUNT BLVD., #104, LAKEWOOD CA 90712"
960001489	"Address"	"High"	33.830192	-118.161163	"4007 PARAMOUNT BLVD., #104, LAKEWOOD CA 90712"
140000489	"Address"	"High"	37.8172988892	-122.2650375366	"401 29TH ST., #113, OAKLAND CA 94609"
240001137	"Address"	"High"	34.055582732	-117.1781835705	"401 E. CITRUS, REDLANDS CA 92373"
40000753	"Address"	"High"	37.335582	-119.660148	"40131 HIGHWAY 49 SOUTH, OAKHURST CA 93644"
60000836	"Address"	"High"	34.0731620789	-118.0054550171	"4024 N. DURFEE ROAD, EL MONTE CA 91732"
20000630	"Address"	"High"	37.5169181824	-121.9545593262	"4041 CRESTWOOD STREET, FREMONT CA 94538"
90000380	"Address"	"High"	32.7508087158	-117.162437439	"4045 THIRD AVE. #202, SAN DIEGO CA 92103"
240000264	"Address"	"High"	34.8958587646	-117.0233078003	"405 E. BUENA VISTA AVE, BARSTOW CA 92311"
120001640	"Address"	"High"	36.5290059149	-119.2869195342	"40729 ROAD 128, CUTLER CA 93615"
960001854	"Address"	"High"	34.0548645705	-117.9380527139	"410 E. MERCED STREET, SUITE D, WEST COVINA CA 91790"
960000356	"Address"	"High"	34.158164	-118.261848	"410 WEST ARDEN, #102, GLENDALE CA 91203"
250000807	"Address"	"High"	33.5277239978	-117.1611676365	"41002 COUNTY CENTER, TEMECULA CA 92390"
110000550	"Address"	"High"	38.2320365906	-122.6396713257	"411 B ST. #7, PETALUMA CA 94952"
630012837	"Address"	"High"	37.5164146423	-121.9801635742	"41305 ALBRAE STREET, FREMONT CA 94538"
960000545	"Address"	"High"	34.08786	-117.960845	"4137 NORTH MAINE AVENUE, BALDWIN PARK CA 91706"
630016096	"Address"	"High"	34.174304679	-118.8697401434	"415 E. ROLLING OAKS DRIVE, THOUSAND OAKS CA 91361"
