"Territorial emissions in MtCO₂"
;Afghanistan;Albania;Algeria;Andorra;Angola;Anguilla;"Antigua and Barbuda";Argentina;Armenia;Aruba;Australia;Austria;Azerbaijan;Bahamas;Bahrain;Bangladesh;Barbados;Belarus;Belgium;Belize;Benin;Bermuda;Bhutan;Bolivia;"Bonaire, Saint Eustatius and Saba";"Bosnia and Herzegovina";Botswana;Brazil;"British Virgin Islands";"Brunei Darussalam";Bulgaria;"Burkina Faso";Burundi;Cambodia;Cameroon;Canada;"Cape Verde";"Cayman Islands";"Central African Republic";Chad;Chile;China;Colombia;Comoros;Congo;"Cook Islands";"Costa Rica";"Côte d'Ivoire";Croatia;Cuba;Curaçao;Cyprus;"Czech Republic";"Democratic Republic of the Congo";Denmark;Djibouti;Dominica;"Dominican Republic";Ecuador;Egypt;"El Salvador";"Equatorial Guinea";Eritrea;Estonia;Ethiopia;"Faeroe Islands";"Falkland Islands (Malvinas)";Fiji;Finland;France;"French Guiana";"French Polynesia";Gabon;Gambia;Georgia;Germany;Ghana;Gibraltar;Greece;Greenland;Grenada;Guadeloupe;Guatemala;Guinea;Guinea-Bissau;Guyana;Haiti;Honduras;"Hong Kong";Hungary;Iceland;India;Indonesia;Iran;Iraq;Ireland;Israel;Italy;Jamaica;Japan;Jordan;Kazakhstan;Kenya;Kiribati;Kuwait;Kyrgyzstan;Laos;Latvia;Lebanon;Lesotho;Liberia;Libya;Liechtenstein;Lithuania;Luxembourg;Macao;"Macedonia (Republic of)";Madagascar;Malawi;Malaysia;Maldives;Mali;Malta;"Marshall Islands";Martinique;Mauritania;Mauritius;Mexico;"Micronesia (Federated States of)";Moldova;Mongolia;Montenegro;Montserrat;Morocco;Mozambique;Myanmar;Namibia;Nauru;Nepal;Netherlands;"New Caledonia";"New Zealand";Nicaragua;Niger;Nigeria;Niue;"North Korea";Norway;"Occupied Palestinian Territory";Oman;Pakistan;Palau;Panama;"Papua New Guinea";Paraguay;Peru;Philippines;Poland;Portugal;Qatar;"Republic of South Sudan";Réunion;Romania;"Russian Federation";Rwanda;"Saint Helena";"Saint Kitts and Nevis";"Saint Lucia";"Saint Pierre and Miquelon";"Saint Vincent and the Grenadines";Samoa;"Sao Tome and Principe";"Saudi Arabia";Senegal;Serbia;Seychelles;"Sierra Leone";Singapore;Slovakia;Slovenia;"Solomon Islands";Somalia;"South Africa";"South Korea";Spain;"Sri Lanka";Sudan;Suriname;Swaziland;Sweden;Switzerland;Syria;Taiwan;Tajikistan;Tanzania;Thailand;Timor-Leste;Togo;Tonga;"Trinidad and Tobago";Tunisia;Turkey;Turkmenistan;"Turks and Caicos Islands";Tuvalu;Uganda;Ukraine;"United Arab Emirates";"United Kingdom";"United States of America";Uruguay;Uzbekistan;Vanuatu;Venezuela;Vietnam;"Wallis and Futuna Islands";"Western Sahara";Yemen;Zambia;Zimbabwe
2010;8.4522;4.5947;117.8141;0.51662;28.8645;0.15022;0.52395;186.6865;4.2602;2.5062;406.7528;72.3831;30.6329;1.6525;29.0748;58.2818;1.4526;63.8624;113.582;0.53861;4.9389;0.60822;0.46416;14.9414;0.20274;21.1456;4.6536;411.2402;0.17221;8.0608;47.7928;1.8939;0.21251;4.9169;6.662;555.4597;0.55693;;0.26381;0.51662;71.3298;8500.5427;75.3004;0.16122;1.9694;0.069616;7.428;6.0639;21.2451;38.1722;3.9021;8.0179;117.4956;1.9633;49.2923;0.51662;0.13923;20.5744;35.8841;198.8077;6.317;4.6753;0.50799;19.0149;6.3957;0.63021;;1.2012;63.9918;397.9005;;0.85738;4.7823;0.43235;6.2091;833.6849;9.7107;;97.343;0.66318;0.26014;;11.3615;2.5749;0.23816;1.7184;2.0934;7.8007;40.4741;52.1205;3.6209;1700.0274;427.7895;564.0345;110.9853;41.6795;68.2869;424.8732;7.2596;1211.5729;20.6143;236.9621;11.746;0.062288;89.2722;6.3129;1.498;8.647;20.0152;2.2753;0.78314;61.1216;0.19081;13.7126;11.1543;1.407;8.5957;1.9383;1.1216;215.9923;0.93432;0.96363;2.5902;0.10259;;1.9602;3.9132;466.0907;0.11358;4.8309;13.82;2.5795;0.065952;56.2;2.6339;12.4426;3.0961;0.043968;4.894;182.1796;3.5206;35.0107;4.469;1.1692;90.3154;0.003664;65.6872;45.8233;2.0335;46.7501;157.7647;0.25282;8.9994;4.7364;5.026;56.6779;82.9329;332.1307;52.8818;71.9199;1.3273;;83.5513;1657.5607;0.57913;0.010992;0.21984;0.40304;0.069616;0.21984;0.18686;0.098928;517.7159;7.2801;45.6964;0.44334;0.57525;55.5975;38.6265;16.3526;0.19786;0.61189;472.4826;565.9609;283.8775;13.0503;14.383;2.3954;1.0369;52.9273;45.0451;60.7164;267.8754;2.5178;6.8406;279.4285;0.2345;2.5994;0.11725;47.8123;27.1025;319.5284;57.1089;0.19053;0.007328;3.7652;293.5188;158.1647;512.2143;5701.0758;6.2967;103.5815;0.12091;188.1793;136.1131;0.029312;;23.1519;2.5626;7.681
2011;12.226;5.2359;119.8069;0.49098;30.1421;0.1429;0.51296;190.2479;4.9689;2.4988;404.2466;70.1157;33.3966;1.865;28.4388;61.5975;1.5042;62.7727;104.1586;0.6009;5.1213;0.44334;0.66746;15.8512;0.25864;23.7613;4.1384;430.1949;0.17587;9.5447;53.1165;2.1412;0.23756;5.0943;5.6306;560.7759;0.61555;;0.27846;0.53861;78.0838;9388.1992;75.7431;0.13557;2.2485;0.069616;7.5844;6.346;20.8017;35.7718;4.978;7.7002;115.0233;2.4387;44.3155;0.47266;0.12824;20.7807;37.9735;213.271;6.5005;6.1225;0.57142;19.0972;7.479;0.56792;;1.0679;56.5441;372.7926;;0.83173;4.942;0.44701;7.7854;810.8023;9.5335;;94.5317;0.70715;0.25282;;11.5205;2.7347;0.24549;1.7807;2.1843;8.7735;43.5746;50.358;3.4864;1817.1716;601.3254;579.04;132.8301;38.0093;68.5947;413.4315;7.7976;1261.3986;21.2438;227.0796;12.9281;0.062288;90.6301;7.5535;1.4669;7.8827;20.2641;2.3303;0.88098;39.2646;0.17678;14.0666;11.0504;1.4473;9.3908;2.3146;1.156;217.6792;0.98562;1.0442;2.6553;0.10259;;2.1105;3.9168;486.5032;0.12091;4.9633;21.4265;2.5685;0.040304;57.6974;3.1074;14.2215;2.7648;0.040304;5.2765;169.1187;3.628;34.3288;4.8017;1.3178;94.2254;0.007328;47.2381;44.9826;2.246;53.2631;158.342;0.25282;9.9008;5.3;5.2479;48.6913;83.5348;331.6946;51.7018;79.6476;1.3038;;89.3432;1712.4248;0.65211;0.010992;0.23083;0.4067;0.069616;0.19786;0.20152;0.10259;497.659;7.8194;48.9571;0.34075;0.74379;45.1844;37.9328;16.3406;0.19786;0.60456;468.9272;588.4351;284.5947;14.8866;13.9939;1.9598;1.0479;48.97;40.9797;56.1393;266.9359;2.32;7.807;275.836;0.24549;2.5076;0.10259;46.807;25.5243;344.7455;62.1823;0.19053;0.007328;4.0678;307.0712;162.7049;469.8115;5570.7066;7.6538;113.0454;0.1319;175.8558;145.0478;0.025648;;19.513;2.7926;9.4399
2012;10.7421;4.9061;128.11;0.48731;33.1858;0.1429;0.52395;191.0447;5.7483;1.3484;407.1461;67.6614;35.4969;1.9676;26.4482;65.6025;1.4499;63.6748;101.395;0.47632;5.3055;0.47632;0.75381;18.4857;0.31144;22.1362;4.1856;460.0631;0.17587;9.4934;48.2695;2.5503;0.2736;5.3335;5.975;563.6752;0.50563;;0.29312;0.59569;79.7039;9633.8993;79.3503;0.1429;2.9508;0.069616;7.607;8.3429;19.243;35.9269;5.9943;7.1699;110.9141;2.3522;39.8809;0.51662;0.13557;21.6513;37.4605;211.9927;6.5057;5.1113;0.62967;17.9381;8.1495;0.5899;;1.0411;51.1119;374.1126;;0.81341;5.0773;0.45434;8.2474;815.1974;11.5198;;91.4178;0.56792;0.27114;;11.6466;2.5428;0.25282;1.9932;2.2789;8.7871;43.1859;46.8085;3.4887;1983.7588;633.145;600.6803;151.0926;38.1948;74.7845;391.9904;7.4182;1302.0829;23.8131;233.8608;11.9672;0.062288;101.8903;9.9998;1.5147;7.5839;22.3688;2.4036;1.0114;52.4087;0.18532;14.1337;10.7881;1.3117;8.9585;2.6776;1.0759;215.8952;1.1102;0.99294;2.8105;0.10259;;2.3303;3.9644;498.6585;0.13557;4.7657;26.1897;2.334;0.043968;62.4833;2.9808;10.9502;3.3641;0.040304;5.5217;164.9487;3.6122;35.9693;4.5488;1.8564;96.5668;0.007328;48.2293;44.5608;2.1984;58.343;159.7276;0.25282;9.8519;5.0506;5.1935;53.9376;88.9271;324.2166;49.8779;93.2194;1.33;;86.3209;1726.0995;0.72453;0.010992;0.21984;0.4067;0.069616;0.25282;0.19786;0.11358;563.1795;7.3629;43.7245;0.43968;0.86104;36.3432;36.1091;15.8008;0.19786;0.60822;467.0806;583.632;279.2713;15.7757;14.2236;2.2444;1.2055;46.4036;42.2509;43.7901;256.0042;2.9063;9.2381;293.6644;0.29312;2.2926;0.10626;45.3105;26.3064;354.1348;64.5329;0.19786;0.010992;3.8607;303.7051;173.9237;487.6708;5366.7303;8.5931;115.1219;0.11358;197.7298;135.3753;0.025648;;18.2383;3.4807;7.6146
2013;10.0004;5.06;132.4346;0.47632;32.3731;0.13557;0.52395;188.4281;5.5494;0.86104;398.1638;68.0012;35.58;2.7993;31.0839;67.7065;1.4295;64.4237;101.9704;0.51296;5.6526;0.458;0.85314;18.5716;0.32243;21.801;5.1848;493.5935;0.17587;7.6284;42.586;2.9924;0.27823;5.4758;6.615;568.8924;0.4983;;0.29678;0.68057;81.676;9796.5272;89.0001;0.17587;3.0578;0.069616;7.4312;9.5301;18.5882;34.589;5.2102;6.4949;106.4012;3.5381;41.8251;0.59218;0.1319;20.9578;40.2522;208.4508;6.0936;5.1589;0.63878;19.6956;10.0802;0.67784;;1.1292;51.9016;374.2586;;0.82074;5.2577;0.43235;7.6643;832.643;14.2811;;81.7226;0.55326;0.30411;;13.2967;2.2564;0.25648;1.9346;2.3705;8.871;44.7636;43.7677;3.4818;1997.8786;486.13;608.9629;163.5704;37.1828;65.9971;363.3999;8.038;1314.0696;23.7393;239.8367;12.7705;0.062288;97.8147;9.6585;1.4015;7.4236;22.1964;2.4329;0.93545;56.0023;0.19254;13.1063;10.2333;1.1798;7.841;3.0895;1.1885;233.8285;1.0919;1.0259;2.4739;0.10259;;2.323;4.067;492.5597;0.1429;4.8994;38.6893;2.246;0.051296;58.8304;3.8738;12.72;2.6012;0.043968;6.2847;164.7573;4.2256;35.2145;4.476;1.935;95.8743;0.007328;35.1567;44.3027;2.4366;60.6572;160.5957;0.25648;10.45;6.1581;5.3273;55.9841;95.7229;319.9113;48.0819;84.1525;1.4473;;76.8292;1665.9886;0.79038;0.010992;0.2235;0.4067;0.07328;0.20885;0.19786;0.11358;540.8052;7.8499;44.5458;0.40304;1.0332;55.6305;35.6339;15.1671;0.20152;0.60822;464.6191;591.5397;252.6827;15.2533;15.0763;1.9022;1.0882;44.769;43.1839;35.809;258.3049;3.4371;10.912;296.903;0.43968;2.2361;0.11358;46.4155;26.8655;346.781;66.3741;0.19786;0.010992;4.6452;296.0741;168.211;477.7326;5519.6126;7.4898;102.6549;0.10626;182.8689;140.4389;0.021984;;24.9804;3.7561;11.5362
2014;9.7892;5.7122;143.1771;0.46166;34.4576;0.1429;0.53128;202.6715;5.5814;0.87203;393.4642;64.2533;37.4144;2.4146;31.089;71.1457;1.2535;63.78;96.391;0.49464;6.1582;0.57525;0.9196;20.0298;0.32243;22.1176;6.9868;519.5263;0.17954;8.9255;45.1425;2.8021;0.43153;6.5164;6.854;568.0084;0.49098;;0.30045;0.70713;80.9771;9820.3605;83.4155;0.15389;3.0411;0.069616;7.5871;9.7389;17.8507;34.6331;5.8771;6.8785;104.0603;4.6313;37.6235;0.68269;0.13557;20.9911;43.197;197.1015;6.1695;5.3421;0.66275;18.9038;10.9911;0.59723;;1.1465;47.7997;343.5726;;0.80242;5.1695;0.51296;8.7908;793.6358;14.122;;78.6558;0.50563;0.24182;;17.9254;2.3921;0.27114;2.0079;2.8246;9.2762;45.9633;43.9154;3.4618;2207.5339;460.0157;639.1113;166.368;36.6816;63.5507;348.4762;7.4153;1264.1733;25.7577;256.8567;13.6564;0.062288;94.7633;9.4131;1.6731;7.2388;23.7038;2.4659;0.90172;56.7279;0.1611;12.8747;9.7575;1.2824;7.5039;3.0472;1.2254;240.0551;1.3337;1.4106;2.463;0.10259;;2.323;4.2246;482.5279;0.15022;4.7442;20.7997;2.2094;0.047632;59.6248;8.2536;21.4603;3.7234;0.047632;7.662;157.3471;4.2749;35.6104;4.7812;2.1227;93.9854;0.010992;39.6544;43.9527;2.8359;60.3739;162.4276;0.26014;8.5512;6.2899;5.5935;60.584;103.025;307.5551;47.9558;106.8712;1.4949;;77.1605;1667.1107;0.82357;0.010992;0.23083;0.4067;0.076944;0.20885;0.19786;0.11358;601.8961;8.3058;37.1891;0.49464;1.1395;56.3267;33.5647;13.5126;0.20152;0.60822;488.0062;586.548;255.1957;18.1589;14.9667;1.9758;1.2018;43.2257;39.2378;30.112;262.1522;5.0607;11.2413;313.1865;0.46899;2.2197;0.12091;46.1433;27.892;357.56;68.0285;0.20518;0.010992;4.9877;256.5836;208.8116;438.6912;5568.7593;6.6561;104.4808;0.15389;184.2366;159.7124;0.021984;;22.2626;4.2557;11.8663
2015;10.1074;5.9477;150.5925;0.47724;34.7611;0.14918;0.55463;206.368;5.7917;0.91036;402.9955;66.704;40.2414;2.5165;32.8469;83.5008;1.3009;58.9658;100.2295;0.52226;6.3503;0.60053;0.98796;20.0019;0.3366;24.7642;7.103;512.0819;0.18743;10.3553;48.1327;2.7813;0.47666;6.9765;7.2174;565.5767;0.49721;;0.30346;0.71346;81.1612;9716.4678;86.0223;0.16791;3.2284;0.07597;8.1721;10.8541;17.9966;36.0008;6.1354;6.9029;104.7846;4.7038;35.3151;0.74049;0.14153;21.4711;41.8744;200.4222;6.5379;5.8365;0.71653;15.8911;12.3814;0.61738;;1.2507;44.3461;348.1637;;0.87566;5.2871;0.51672;9.4636;797.0782;14.4475;;74.9625;0.52269;0.25723;;19.8033;2.4453;0.27458;2.0179;2.9436;10.0552;42.702;46.6652;3.5364;2276.4072;459.6288;630.3618;167.7119;38.4436;66.0959;355.4832;7.6977;1223.6665;23.1678;263.4839;14.5486;0.067973;102.327;9.9294;1.745;7.3337;21.2692;2.4847;0.91288;52.1646;0.15889;13.1416;9.2597;1.4145;7.2575;3.0474;1.2752;245.0976;1.4554;1.4285;1.7578;0.11196;;2.3525;4.1619;477.2737;0.16394;4.9487;20.3564;2.4392;0.049726;61.0432;9.0184;23.4407;3.9185;0.05198;7.5854;165.0299;4.4491;35.8371;5.0686;2.0894;103.8245;0.011995;38.4039;44.6637;2.5541;64.2211;172.09;0.28389;9.6078;6.8769;5.6983;62.7495;113.8232;310.6151;52.1952;120.5472;1.6311;;77.7882;1671.8951;0.91689;0.011475;0.24098;0.42458;0.080326;0.21803;0.21592;0.11472;620.883;8.1149;41.3375;0.53972;1.154;60.7206;33.8975;13.5991;0.21991;0.66365;461.1166;590.5575;271.7272;20.7134;16.2969;1.9972;1.2332;43.3856;38.7385;28.9252;258.8876;5.4602;12.4535;320.574;0.5118;2.6403;0.13195;45.685;26.4047;380.8581;75.379;0.2142;0.011995;5.3248;223.5797;227.4772;422.6626;5420.8041;6.6511;110.6693;0.16793;176.8973;184.5019;0.023991;;20.3846;4.4014;10.9076
2016;12.2579;6.2729;150.378;0.51151;35.351;0.15207;0.5654;207.0641;5.9608;0.92803;413.3699;67.4021;39.6883;2.5653;34.2651;85.2536;1.3247;60.5092;100.2437;0.54743;6.7479;0.61219;1.1146;20.5623;0.34314;26.0017;7.0984;473.7414;0.19107;9.9647;45.2874;2.9698;0.50815;7.482;7.5861;558.189;0.5322;;0.31086;0.72897;86.128;9704.4794;86.373;0.18137;3.3742;0.076841;8.5657;10.7575;18.2215;36.6665;6.2545;7.3078;106.5433;4.8152;37.1173;0.78823;0.14427;21.7823;39.7539;208.9113;6.8343;6.4583;0.76427;17.4935;12.9419;0.66171;;1.2641;47.9264;350.1047;;0.88569;5.4761;0.55225;9.8389;801.753;15.1037;;71.3731;0.56022;0.26963;;20.9371;2.6017;0.2939;2.0527;2.9984;10.5762;43.2359;47.5782;3.49;2377.4479;464.8568;637.5622;184.9387;39.9281;65.1682;350.323;7.8114;1204.3186;21.6301;278.3619;15.2342;0.068752;103.456;9.8599;1.8985;7.2636;19.7574;2.4619;0.96903;51.3104;0.14836;13.1575;9.003;1.4222;7.144;3.0443;1.3155;251.0896;1.4721;1.5291;1.4203;0.11324;;2.518;4.0866;504.9799;0.16581;5.2004;28.681;2.5735;0.050691;61.2857;9.8064;24.0176;3.9988;0.052575;8.526;165.5221;5.2328;34.4629;5.2998;2.2345;101.5718;0.012133;54.9252;44.0316;2.3405;64.4421;187.4054;0.28714;10.196;6.9366;5.7886;66.3412;119.2737;322.234;50.2748;118.6898;1.7619;;75.0517;1668.0699;0.98418;0.011698;0.24566;0.43282;0.081885;0.22226;0.21839;0.11752;631.5492;8.5416;43.351;0.58297;1.2352;62.8291;33.9968;14.3998;0.22243;0.71684;468.0454;595.0737;260.9859;21.9507;17.4879;2.0308;1.2412;42.568;39.2049;27.9994;263.4759;5.579;13.6047;324.8341;0.51766;2.7522;0.13346;41.0236;26.9077;402.8208;76.5633;0.21836;0.012133;5.5714;235.156;233.4265;398.5509;5310.8614;6.7644;97.9253;0.16986;166.0964;197.8016;0.024265;;19.1354;4.5751;9.9326
2017;13.0147;6.3792;150.5514;0.52018;35.3899;0.15205;0.5653;204.3234;5.6564;0.92787;413.0927;69.9418;38.2097;2.5644;34.4557;88.0575;1.3227;61.3718;100.116;0.56083;7.5021;0.61208;1.1664;20.8852;0.34308;26.6469;7.875;476.0668;0.19103;10.2269;49.0712;3.335;0.52914;7.9383;7.6872;572.7826;0.59998;;0.31073;0.72871;84.6032;9838.754;81.2268;0.18948;3.4097;0.082045;8.695;11.7244;17.1816;36.5042;6.2533;7.5147;107.8958;4.8137;34.5501;0.81701;0.14425;21.2688;38.7973;218.6644;6.992;6.7149;0.79305;19.8093;13.3962;0.67294;;1.3444;45.956;356.3007;;0.94568;5.5264;0.62219;10.9517;799.3732;16.7648;;76.0004;0.56973;0.27623;;20.878;2.9047;0.33133;2.0766;2.9979;10.6691;43.0326;50.3447;3.48;2466.7654;486.8438;672.3123;194.4546;39.7384;66.5534;355.4542;7.7726;1205.0612;21.3567;292.5885;15.8182;0.073409;104.3935;10.4331;1.958;7.1668;19.5468;2.8238;1.0778;53.3874;0.16125;13.3939;9.2947;1.5122;7.2515;3.1821;1.3675;254.5759;1.5718;1.7238;1.4445;0.12091;;2.8387;4.2792;490.2946;0.17705;5.0936;30.3907;2.6278;0.050682;62.7253;10.2744;25.3332;4.0653;0.056136;9.0282;164.0459;5.5645;36.0139;5.4229;2.4851;107.3009;0.012955;58.0196;44.7899;2.318;65.1864;198.81;0.30659;10.059;7.3875;5.8503;64.7815;127.608;326.6045;54.8636;129.8033;1.8407;;79.9955;1692.7948;1.0247;0.011696;0.24561;0.43274;0.081871;0.22222;0.23318;0.11747;635.0111;9.3185;45.0928;0.60905;1.3925;64.7651;35.3862;14.6096;0.2375;0.7489;456.3252;616.0967;281.422;23.1384;18.2059;2.0537;1.3438;41.5015;40.074;27.9145;271.525;5.7114;14.2305;330.8396;0.55273;2.9911;0.1425;40.6972;28.1341;447.8972;72.7025;0.21832;0.012955;5.7828;212.1163;231.7735;384.7068;5269.5295;6.8403;98.9989;0.18136;159.5676;198.8265;0.025909;;18.9658;4.7461;10.3977

Sources
Territorial;"<p><b>CDIAC:</b> Boden, TA, Marland, G and Andres, RJ 2017. Global, Regional, and National Fossil-Fuel CO2 Emissions, Carbon Dioxide Information Analysis Center, Oak Ridge National Laboratory, U.S. Department of Energy, Oak Ridge, Tenn., USA. DOI: 10.3334/CDIAC/00001_V2017. Available at: <a href=""http://cdiac.ess-dive.lbl.gov/trends/emis/meth_reg.html"" target=""_blank"">http://cdiac.ess-dive.lbl.gov/trends/emis/meth_reg.html</a>
<br /><br />
<b>UNFCCC, 2017. </b> National Inventory Submissions 2017. United Nations Framework Convention on Climate Change. Available at: </b><a href=""http://unfccc.int/national_reports/annex_i_ghg_inventories/national_inventories_submissions/items/9492.php""_blank"">http://unfccc.int/national_reports/annex_i_ghg_inventories/national_inventories_submissions/items/9492.php</a>, accessed June 2017.
<br /><br />
<b>BP, 2017.</b> Statistical Review of World Energy. Available at: </b><a href=""http://www.bp.com/en/global/corporate/energy-economics.html""_blank"">http://www.bp.com/en/global/corporate/energy-economics.html</a>
<br /><br />
The use of data is conditional on citing the original data sources. Data for years 2015 and 2016 are preliminary."
