"CASE_ID","ACCIDENT_YEAR","COLLISION_DATE","INTERSECTION","COLLISION_TIME","DAY_OF_WEEK","PRIMARY_RD","SECONDARY_RD","NUMBER_KILLED","NUMBER_INJURED","HIT_AND_RUN","PEDESTRIAN_ACCIDENT","BICYCLE_ACCIDENT","MOTORCYCLE_ACCIDENT","ALCOHOL_INVOLVED","COUNT_PED_KILLED","COUNT_PED_INJURED","COUNT_BICYCLIST_KILLED","COUNT_BICYCLIST_INJURED","COUNT_MC_KILLED","COUNT_MC_INJURED","COUNTY","CITY","POINT_X","POINT_Y"
"3911994",2008,2008-09-04,"N","1602",4,"RT 80","SAN PABLO AV",0,1,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.32456,37.94015
"3912001",2008,2008-08-22,"Y","2225",5,"S 24TH ST","VIRGINIA AV",0,1,"F",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.34671,37.92662
"3912021",2008,2008-08-10,"Y","1925",7,"RICHMOND PKWY","SAN PABLO AV",0,2,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.33294,37.9908
"3912025",2008,2008-08-26,"N","1028",2,"MACDONALD AV","35TH ST",0,1,"F","Y",,,"Y",0,1,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.33611,37.93413
"3912033",2008,2008-08-25,"Y","1920",1,"7TH ST","HENSLEY ST",0,2,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.36432,37.94817
"3912037",2008,2008-08-25,"N","1343",1,"SAN PABLO AV","ROBERT H MILLER",0,2,"F",,,,"Y",0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.34221,37.97588
"3912038",2008,2008-08-26,"N","1826",2,"RT 80","CUTTING BL",0,1,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.3223,37.92782
"3912041",2008,2008-08-24,"Y","1238",7,"BARRETT AV","MARINA WY",0,3,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.35618,37.93835
"3912049",2008,2008-08-19,"N","0814",2,"CUTTING BL","CARLSON BL",0,2,"F",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.3382,37.92524
"3912053",2008,2008-08-23,"N","2045",6,"HARBOR WY","PENNSYLVANIA AV",0,1,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.35998,37.94219
"3912081",2008,2008-08-05,"N","1228",2,"23RD ST","LOWELL AV",0,1,"F",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.34745,37.9492
"3912089",2008,2008-08-28,"Y","2218",4,"CENTRAL AV","PIERCE ST",0,2,"F",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.3099,37.90107
"3912093",2008,2008-08-31,"Y","1939",7,"23RD ST","GAYNOR AV",0,1,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.34751,37.94436
"3912130",2008,2008-08-01,"N","1048",5,"HILLTOP MALL RD","KLOSE WY",0,1,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.32441,37.98143
"3912142",2008,2008-08-16,"N","1844",6,"18TH ST","COSTA AV",0,1,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.35211,37.95038
"3912150",2008,2008-08-14,"N","1504",4,"MACDONALD AV","39TH ST",0,2,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.33247,37.9336
"3912154",2008,2008-08-15,"N","0635",5,"8TH ST","BARRETT AV",0,2,"N",,,"Y",,0,0,0,0,0,2,"CONTRA COSTA","RICHMOND",-122.36187,37.93798
"3913244",2008,2008-08-15,"N","1420",5,"RT 580","HARBOUR WAY",0,1,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.36155,37.92436
"3913248",2008,2008-08-09,"N","1925",6,"RT 580","BAYVIEW AV",0,1,"M",,,,"Y",0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.32324,37.91111
"3913264",2008,2008-08-19,"N","2148",2,"RT 80","SOLANO AV",0,1,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.32394,37.94375
"3913268",2008,2008-08-19,"N","1750",2,"RT 80","SACRAMENTO ST",0,1,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.31347,37.90501
"3913272",2008,2008-08-19,"N","2147",2,"RT 80","SOLANO AV",0,3,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.32402,37.94408
"3913280",2008,2008-08-08,"N","1730",5,"RT 80","CUTTING BL",0,1,"M",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.3205,37.92465
"3918322",2008,2008-09-19,"N","1245",5,"RT 80","HILLTOP DR",0,3,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.31992,37.97166
"3919124",2008,2008-10-03,"N","2220",5,"RT 80","SOLANO AV",0,1,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.32399,37.94146
"3919276",2008,2008-09-25,"N","1530",4,"RT 80","CUTTING BL",0,1,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.32047,37.92519
"3919345",2008,2008-09-29,"N","0700",1,"RT 80","CUTTING BL",0,4,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.31987,37.92378
"3919630",2008,2008-08-25,"N","0900",1,"RT 80","CENTRAL AV",0,1,"F",,,"Y",,0,0,0,0,0,1,"CONTRA COSTA","RICHMOND",-122.313,37.90387
"3919708",2008,2008-09-29,"N","0902",1,"RT 80","RICHMOND PKY",0,1,"N",,,"Y",,0,0,0,0,0,1,"CONTRA COSTA","RICHMOND",-122.31166,37.98974
"3926099",2008,2008-11-03,"Y","1757",1,"CUTTING BL","RR MP 10.83 MARTINEZ SUBDIVISION",1,0,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",,
"3926101",2008,2008-10-09,"N","1538",4,"CARLSON BL","HUNTINGTON AV",1,1,"N",,,,"Y",0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.30877,37.90803
"3926403",2008,2008-10-08,"Y","1724",3,"23RD ST","MACDONALD AV",0,1,"F","Y",,,,0,1,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.34757,37.93575
"3926407",2008,2008-10-08,"N","1814",3,"SAN PABLO DAM RD","MARTIN LN",0,1,"N",,,"Y",,0,0,0,0,0,1,"CONTRA COSTA","RICHMOND",-122.29129,37.96334
"3926411",2008,2008-10-10,"N","0814",5,"HARBOUR WY","WRIGHT AV",0,1,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.36012,37.91684
"3926420",2008,2008-10-02,"Y","1612",4,"HARBOUR WY","FLORIDA AV",0,4,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.36008,37.92944
"3926423",2008,2008-10-15,"Y","0010",3,"SAN PABLO AV","MACDONALD AV",0,1,"N",,"Y",,,0,0,0,1,0,0,"CONTRA COSTA","RICHMOND",-122.32349,37.93235
"3926424",2008,2008-10-02,"Y","1133",4,"MACDONALD AV","HARRY ELLS PL",0,2,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",,
"3926427",2008,2008-10-13,"N","0749",1,"MAINE AV","8TH ST",0,1,"N","Y",,,,0,1,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.36203,37.92805
"3926447",2008,2008-10-05,"Y","1650",7,"MACDONALD AV","37TH ST",0,1,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.33427,37.93386
"3926455",2008,2008-10-08,"Y","1826",3,"POTRERO AV","S 41ST ST",0,3,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.33097,37.92139
"3926462",2008,2008-10-15,"Y","1119",3,"BARRETT AV","37TH ST",0,2,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.33367,37.93653
"3926466",2008,2008-10-09,"N","1330",4,"GROOM DR","ERLA WY",0,1,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.33375,37.97535
"3927556",2008,2008-10-04,"N","2230",6,"CUTTING BL","S 49TH ST",0,2,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.32367,37.92545
"3927560",2008,2008-10-03,"N","1709",5,"MACDONALD AV","16TH ST",0,3,"N",,,,"Y",0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.35372,37.93568
"3927572",2008,2008-10-01,"N","0902",3,"RICHMOND PKY","PARR BL",0,1,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.37378,37.9679
"3927592",2008,2008-10-01,"N","1019",3,"RICHMOND PKY","BLUME DR",0,1,"N",,,"Y",,0,0,0,0,0,1,"CONTRA COSTA","RICHMOND",-122.31695,37.98681
"3929364",2008,2008-09-28,"Y","1943",7,"SOUTH 41ST ST","FLORIDA AV",0,1,"N",,"Y",,"Y",0,0,0,1,0,0,"CONTRA COSTA","RICHMOND",-122.33091,37.9295
"3929418",2008,2008-09-17,"Y","1857",3,"CUTTING BL","S 29TH ST",0,3,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.34204,37.92524
"3929422",2008,2008-09-19,"N","0939",5,"MARINA BAY","COMMODORE DR",0,1,"N","Y",,,,0,1,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.34422,37.9137
"3929426",2008,2008-09-21,"Y","1710",7,"S 26TH ST","FOOTHILL",0,1,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.34472,37.92456
"3929438",2008,2008-09-22,"Y","1457",1,"RHEEM AV","24TH ST",0,1,"F",,,,"Y",0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.34536,37.94986
"3929441",2008,2008-09-30,"N","2215",2,"SAN PABLO AV","RICHMOND PKY",0,2,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.33295,37.99079
"3929518",2008,2008-09-22,"Y","1538",1,"MACDONALD AV","23RD ST",0,2,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.34757,37.93575
"3929533",2008,2008-09-26,"Y","0956",5,"ROOSEVELT AV","27TH ST",0,3,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.34199,37.9393
"3931604",2008,2008-09-14,"-","1725",7,"WILSON AV","MACDONALD AV",0,1,"N",,"Y",,,0,0,0,1,0,0,"CONTRA COSTA","RICHMOND",-122.32467,37.93249
"3931608",2008,2008-09-13,"N","2017",6,"CARLSON BL","CARLSON BL 700",0,1,"N",,,,"Y",0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.33455,37.92265
"3931694",2008,2008-09-25,"Y","1845",4,"HARBOUR WY","OHIO AV",0,1,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.36006,37.93084
"3931702",2008,2008-09-22,"Y","1537",1,"MACDONALD AV","23RD ST",0,2,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.34757,37.93575
"3931704",2008,2008-09-27,"Y","2030",6,"MARINA WY","OHIO AV",0,1,"N",,"Y",,"Y",0,0,0,1,0,0,"CONTRA COSTA","RICHMOND",-122.35601,37.93081
"3931708",2008,2008-09-22,"Y","0725",1,"PENNSYLVANIA AV","7TH ST",0,3,"N","Y",,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.36262,37.9426
"3931712",2008,2008-09-23,"N","1730",2,"BERK AV","47TH ST",0,1,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.32583,37.9227
"3931722",2008,2008-09-14,"Y","1825",7,"RICHMOND PKY","SAN PABLO AV",0,1,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.33294,37.9908
"3931840",2008,2008-10-04,"N","2201",6,"CUTTING BL","S 49TH ST",0,3,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.32372,37.92545
"3933669",2008,2008-11-07,"N","1855",5,"RT 80","MACDONALD AV",0,1,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.32378,37.92976
"3938269",2008,2008-11-08,"Y","0326",6,"CUTTING BL","CARLSON BL",0,4,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.33822,37.92524
"3942131",2008,2008-10-19,"N","2042",7,"SACRAMENTO AV","CARLSON BL",0,1,"M",,,,"Y",0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.3079,37.90648
"3953792",2008,2008-10-01,"N","0835",3,"RT 580","CENTRAL AV",0,3,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.31645,37.90287
"3953796",2008,2008-10-12,"N","0001",7,"RT 80","CENTRAL AV",0,2,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.31308,37.904
"3953800",2008,2008-10-07,"N","0908",2,"RT 80","MCBRYDE AV",0,1,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.32718,37.95075
"3956612",2008,2008-11-12,"N","1116",3,"RT 80","CUTTING BL",1,0,"N",,,,"Y",0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.31828,37.92151
"3972158",2008,2008-10-22,"N","1830",3,"RT 80","SACRAMENTO ST",0,2,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.31353,37.90468
"3972649",2008,2008-10-31,"N","1500",5,"RT 80","SOLANO AV",0,1,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.32399,37.94146
"3972693",2008,2008-10-12,"N","1535",7,"RT 580","CENTRAL AV",0,2,"N",,,,"Y",0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.31267,37.89851
"3972725",2008,2008-11-07,"N","0910",5,"RT 80","SACRAMENTO ST",0,1,"N",,,"Y",,0,0,0,0,0,1,"CONTRA COSTA","RICHMOND",-122.31324,37.90424
"3972925",2008,2008-12-03,"N","1540",3,"RT 80","CENTRAL AV",0,1,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.31224,37.90329
"3972957",2008,2008-11-19,"N","0540",3,"RT 80","CARLSON BL",0,1,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.3144,37.9063
"3980893",2008,2008-10-30,"Y","1909",4,"MACDONALD AV","25TH ST",0,1,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.34548,37.93547
"3980901",2008,2008-10-29,"N","1846",3,"HIDDEN SPRINGS CT","ROCK RD",0,1,"N","Y",,,,0,1,0,0,0,0,"CONTRA COSTA","RICHMOND",,
"3980905",2008,2008-10-29,"Y","1549",3,"ROBERT H MILLER","HILLTOP DR",0,2,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.33315,37.97837
"3980913",2008,2008-10-28,"N","1256",2,"CENTRAL AV","RYDIN RD",0,2,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.31806,37.90131
"3980917",2008,2008-10-22,"-","0013",3,"4TH ST","4TH ST 400",0,1,"F","Y",,,,0,1,0,0,0,0,"CONTRA COSTA","RICHMOND",-121.71053,37.99567
"3981118",2008,2008-10-31,"Y","2039",5,"CARLSON BL","PLUMAS AV",0,1,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.31047,37.90931
"3981424",2008,2008-10-22,"N","1729",3,"CENTRAL AV","RYDIN RD",0,1,"N",,"Y",,,0,0,0,1,0,0,"CONTRA COSTA","RICHMOND",-122.31806,37.90127
"3981432",2008,2008-10-27,"Y","1722",1,"SOLANO AV","VENTURA AV",0,4,"N",,,,"Y",0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.32529,37.94297
"3981436",2008,2008-10-23,"Y","0900",4,"8TH ST","HAWTHORNE AV",0,1,"F",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.36185,37.93921
"3981442",2008,2008-10-27,"N","0705",1,"2221 CUTTING BL","SOUTH 23RD ST",0,1,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",,
"3981445",2008,2008-10-16,"Y","0739",4,"BARRETT AV","39TH ST",0,1,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.33192,37.93629
"3981453",2008,2008-10-11,"N","1445",6,"23RD ST","OHIO AV",0,2,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.34766,37.93079
"3981457",2008,2008-10-12,"Y","1933",7,"BLUME DR","RICHMOND PKY",0,1,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.31717,37.98687
"3981479",2008,2008-11-08,"Y","2249",6,"HILLTOP DR","SAN PABLO AV",0,2,"F",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.33546,37.98595
"3981487",2008,2008-11-08,"Y","1015",6,"RICHMOND PKY","HILLTOP DR",0,2,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",,
"3981517",2008,2008-10-19,"N","0155",7,"SOUTH 23RD ST","VIRGINIA AV",0,3,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.3477,37.92679
"3984316",2008,2008-12-27,"Y","1801",6,"CARLSON BL","OHIO AV",1,0,"N","Y",,,,1,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.34586,37.93087
"3984317",2008,2008-12-27,"Y","1800",6,"CARLSON BL","OHIO AV",0,1,"N",,"Y",,,0,0,0,1,0,0,"CONTRA COSTA","RICHMOND",-122.34586,37.93087
"3984397",2008,2008-10-04,"N","0755",6,"MARINA BAY PKWY","PIERSON AV",1,0,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.34489,37.91805
"3984826",2008,2008-12-23,"N","1436",2,"RT 80","CENTRAL AV",0,2,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.30942,37.89803
"4011739",2008,2008-11-24,"N","1105",1,"RT 580","BAYVIEW AV",0,1,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.31864,37.90584
"4014927",2008,2008-11-22,"N","0347",6,"RT 80","EL PORTAL DR",2,0,"N","Y",,,,2,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.32004,37.97174
"4024820",2008,2008-11-22,"N","0345",6,"RT 80","EL PORTAL DR",0,1,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.32003,37.97177
"4029048",2008,2008-11-22,"N","1205",6,"RT 80","CENTRAL AV",0,2,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.31231,37.90285
"4029607",2008,2008-10-28,"N","1741",2,"RICHMOND PKWY","GOODRICK AV",0,1,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.3633,37.97423
"4029611",2008,2008-10-28,"Y","1956",2,"GARVIN AV","28TH ST",0,3,"F",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.34097,37.94365
"4029615",2008,2008-10-02,"N","1146",4,"ROOSEVELT AV","28TH ST",0,1,"N","Y",,,,0,1,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.34114,37.93917
"4032420",2008,2008-12-08,"N","0810",1,"RT 80","CENTRAL AV",0,1,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.31,37.89932
"4054988",2008,2008-10-18,"N","0330",6,"RT 80","CUTTING BL",0,4,"N","Y",,,,0,1,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.32313,37.9283
"4055930",2008,2008-11-21,"N","0910",5,"RT 80","CUTTING BL",0,1,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.32367,37.92911
"4055961",2008,2008-11-21,"N","1715",5,"RT 80","RICHMOND PKWY",0,1,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.31515,37.98547
"4055990",2008,2008-11-14,"N","1542",5,"RT 80","CARLSON BL",0,1,"N",,,"Y",,0,0,0,0,0,1,"CONTRA COSTA","RICHMOND",-122.31654,37.90943
"4056806",2008,2008-12-25,"N","0248",4,"RT 580","S 23RD ST",0,1,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.34857,37.92173
"4056825",2008,2008-12-23,"N","1715",2,"RT 80","CENTRAL AV",0,2,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.31231,37.90285
"4056869",2008,2008-12-18,"N","0745",4,"RT 580","CASTRO ST",0,1,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.38842,37.92991
"4056930",2008,2008-12-24,"N","1441",3,"23RD ST","GARVIN AV",0,2,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.34752,37.94348
"4056946",2008,2008-12-25,"Y","2109",4,"CARLSON BL","IMPERIAL AV",0,2,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.31868,37.91164
"4060481",2008,2008-12-28,"Y","1450",7,"MACDONALD AV","15TH ST",0,1,"N","Y",,,,0,1,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.35524,37.93567
"4060494",2008,2008-12-18,"N","2125",4,"RICHMOND PKY","GIANT HWY",0,1,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.36001,37.97575
"4060502",2008,2008-12-23,"Y","2131",2,"RICHMOND PKY","BLUME DR",0,4,"F",,,,"Y",0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.31701,37.987
"4060510",2008,2008-12-19,"Y","1800",5,"BARRETT AV","8TH ST",0,2,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.36186,37.93835
"4060513",2008,2008-12-20,"Y","1634",6,"MCBRYDE AV","KERN ST",0,1,"F",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.32475,37.94907
"4060526",2008,2008-12-06,"Y","2130",6,"COALINGA AV","23RD ST",0,2,"F","Y",,,,0,2,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.34747,37.9474
"4060533",2008,2008-12-12,"Y","1346",5,"MACDONALD AV","HARRY ELLS PL",0,1,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",,
"4060537",2008,2008-12-15,"N","0817",1,"CUTTING BL","CARLSON BL",0,4,"F",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.3384,37.92524
"4060538",2008,2008-12-05,"Y","2110",5,"HARBOR WY","OHIO AV",0,3,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.36006,37.93084
"4060542",2008,2008-12-14,"N","0355",7,"23RD ST","LIGHTH POLE #12517",0,1,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",,
"4060553",2008,2008-12-11,"N","1237",4,"HILLTOP MALL RD","HILLVIEW DR",0,3,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",,
"4060554",2008,2008-12-11,"Y","0849",4,"CUTTING BL","S 37TH ST",0,1,"N","Y",,,,0,1,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.33431,37.92538
"4060558",2008,2008-12-13,"Y","1900",6,"SOUTH 37TH","CENTER AV",0,1,"N","Y",,,,0,1,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.33479,37.93018
"4061283",2008,2008-12-09,"N","2001",2,"RICHMOND PKY","GOODRICK AV",0,1,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.36296,37.97427
"4061284",2008,2008-12-08,"Y","1700",1,"AMADOR ST","MCBRYDE AV",0,1,"N",,,"Y",,0,0,0,0,0,1,"CONTRA COSTA","RICHMOND",-122.32572,37.94878
"4061288",2008,2008-12-05,"N","2008",5,"POTRERO AV","47TH ST",0,1,"F",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.32555,37.92119
"4061354",2008,2008-12-08,"N","0853",1,"ROBERT MILLER DR","SAN PABLO AV",0,1,"F",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.34116,37.97577
"4065176",2008,2008-12-23,"N","0244",2,"CUTHBERTSON LN","GROOM DR",0,1,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.32745,37.97481
"4069775",2008,2008-11-13,"N","0740",4,"RT 580","CENTRAL AV",0,1,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.31645,37.90287
"4069818",2008,2008-11-25,"N","2058",2,"RT 80","CENTRAL AV",0,2,"M",,,,"Y",0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.31389,37.90523
"4069932",2008,2008-11-26,"N","1900",3,"RT 80","SACRAMENTO PED",0,1,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.31372,37.90536
"4071041",2008,2008-11-20,"Y","1718",4,"SAN PABLO AV","ANDRADE AV",0,1,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.33105,37.94785
"4071045",2008,2008-11-30,"Y","2035",7,"MACDONALD AV","HARBOUR WAY",0,1,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.36003,37.93565
"4071065",2008,2008-11-27,"N","1239",4,"RIPLEY AV","9TH ST",0,2,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.36057,37.94037
"4071089",2008,2008-11-24,"N","1501",1,"CUTTING BL","RT 80",0,1,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.32289,37.92794
"4071093",2008,2008-11-18,"Y","1808",2,"BARRETT AV","18TH ST",0,1,"N",,,,"Y",0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.35253,37.93845
"4071097",2008,2008-11-21,"Y","1829",5,"ROBERT H  MILLER AV","HILLTOP DR",0,2,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.33315,37.97837
"4071101",2008,2008-11-15,"Y","1059",6,"CUTTING BL","CARLSON BL",0,1,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.33822,37.92524
"4071105",2008,2008-11-17,"N","0839",1,"S 41ST ST","WALL ST",0,1,"N","Y",,,,0,1,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.33082,37.92778
"4071106",2008,2008-11-20,"Y","1830",4,"RICHMOND PKY","SAN PABLO AV",0,1,"N","Y",,,,0,1,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.33294,37.9908
"4071110",2008,2008-11-22,"Y","2102",6,"HARBOUR WY","BARRETT AV",0,1,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.36002,37.93837
"4071117",2008,2008-11-18,"N","1755",2,"NEVIN AV","20TH AV",0,1,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.3515,37.93687
"4071118",2008,2008-11-24,"Y","0810",1,"HILLTOP DR","BLUME DR",0,1,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.32431,37.9767
"4076487",2008,2008-12-27,"N","1740",6,"RT 80","CENTRAL AV",0,1,"N",,,,,0,0,0,0,0,0,"CONTRA COSTA","RICHMOND",-122.30942,37.89803
